Family,Group,English Name,Scientific Name,IUCN Category
"Scolopacidae (Godwit, Curley, Knot, Sandpipers, Stints, Snipe, Redshank, Warblers)",Curlew,Eurasian Curlew,Numenius arquata,Near Threatened
"Scolopacidae (Godwit, Curley, Knot, Sandpipers, Stints, Snipe, Redshank, Warblers)",Godwit,Bar-tailed Godwit,Limosa lapponica,Near Threatened
"Scolopacidae (Godwit, Curley, Knot, Sandpipers, Stints, Snipe, Redshank, Warblers)",Godwit,Black-tailed Godwit,Limosa limosa,Near Threatened
"Scolopacidae (Godwit, Curley, Knot, Sandpipers, Stints, Snipe, Redshank, Warblers)",Turnstone,Ruddy Turnstone,Arenaria interpres,Least Concern
"Scolopacidae (Godwit, Curley, Knot, Sandpipers, Stints, Snipe, Redshank, Warblers)",Knot,Great Knot,Calidris tenuirostris,Endangered
"Scolopacidae (Godwit, Curley, Knot, Sandpipers, Stints, Snipe, Redshank, Warblers)",Knot,Red Knot,Calidris canutus,Near Threatened
"Scolopacidae (Godwit, Curley, Knot, Sandpipers, Stints, Snipe, Redshank, Warblers)",Ruff,Ruff,Calidris pugnax,Least Concern
"Scolopacidae (Godwit, Curley, Knot, Sandpipers, Stints, Snipe, Redshank, Warblers)",Sandpiper,Broad-billed Sandpiper,Calidris falcinellus,Least Concern
"Scolopacidae (Godwit, Curley, Knot, Sandpipers, Stints, Snipe, Redshank, Warblers)",Sandpiper,Sharp-tailed Sandpiper,Calidris acuminata,Least Concern
"Scolopacidae (Godwit, Curley, Knot, Sandpipers, Stints, Snipe, Redshank, Warblers)",Sandpiper,Curlew Sandpiper,Calidris ferruginea,Near Threatened
"Scolopacidae (Godwit, Curley, Knot, Sandpipers, Stints, Snipe, Redshank, Warblers)",Stint,Temminck's Stint,Calidris temminckii,Least Concern
"Scolopacidae (Godwit, Curley, Knot, Sandpipers, Stints, Snipe, Redshank, Warblers)",Stint,Long-toed Stint,Calidris subminuta,Least Concern
"Scolopacidae (Godwit, Curley, Knot, Sandpipers, Stints, Snipe, Redshank, Warblers)",Sandpiper,Spoon-billed Sandpiper,Calidris pygmaea,Critically Endangered
"Scolopacidae (Godwit, Curley, Knot, Sandpipers, Stints, Snipe, Redshank, Warblers)",Stint,Red-necked Stint,Calidris ruficollis,Near Threatened
"Scolopacidae (Godwit, Curley, Knot, Sandpipers, Stints, Snipe, Redshank, Warblers)",Sanderling,Sanderling,Calidris alba,Least Concern
"Scolopacidae (Godwit, Curley, Knot, Sandpipers, Stints, Snipe, Redshank, Warblers)",Dunlin,Dunlin,Calidris alpina,Least Concern
"Scolopacidae (Godwit, Curley, Knot, Sandpipers, Stints, Snipe, Redshank, Warblers)",Stint,Little Stint,Calidris minuta,Least Concern
"Scolopacidae (Godwit, Curley, Knot, Sandpipers, Stints, Snipe, Redshank, Warblers)",Sandpiper,Buff-breasted Sandpiper,Calidris subruficollis,Near Threatened
"Scolopacidae (Godwit, Curley, Knot, Sandpipers, Stints, Snipe, Redshank, Warblers)",Sandpiper,Pectoral Sandpiper,Calidris melanotos,Least Concern
"Scolopacidae (Godwit, Curley, Knot, Sandpipers, Stints, Snipe, Redshank, Warblers)",Dowitcher,Asian Dowitcher,Limnodromus semipalmatus,Near Threatened
"Scolopacidae (Godwit, Curley, Knot, Sandpipers, Stints, Snipe, Redshank, Warblers)",Dowitcher,Long-billed Dowitcher,Limnodromus scolopaceus,Least Concern
"Scolopacidae (Godwit, Curley, Knot, Sandpipers, Stints, Snipe, Redshank, Warblers)",Woodcock,Eurasian Woodcock,Scolopax rusticola,Least Concern
"Scolopacidae (Godwit, Curley, Knot, Sandpipers, Stints, Snipe, Redshank, Warblers)",Snipe,Solitary Snipe,Gallinago solitaria,Least Concern
"Scolopacidae (Godwit, Curley, Knot, Sandpipers, Stints, Snipe, Redshank, Warblers)",Snipe,Wood Snipe,Gallinago nemoricola,Vulnerable
"Scolopacidae (Godwit, Curley, Knot, Sandpipers, Stints, Snipe, Redshank, Warblers)",Snipe,Pintail Snipe,Gallinago stenura,Least Concern
"Scolopacidae (Godwit, Curley, Knot, Sandpipers, Stints, Snipe, Redshank, Warblers)",Snipe,Swinhoe's Snipe,Gallinago megala,Least Concern
"Scolopacidae (Godwit, Curley, Knot, Sandpipers, Stints, Snipe, Redshank, Warblers)",Snipe,Great Snipe,Gallinago media,Near Threatened
"Scolopacidae (Godwit, Curley, Knot, Sandpipers, Stints, Snipe, Redshank, Warblers)",Snipe,Common Snipe,Gallinago gallinago,Least Concern
"Scolopacidae (Godwit, Curley, Knot, Sandpipers, Stints, Snipe, Redshank, Warblers)",Snipe,Jack Snipe,Lymnocryptes minimus,Least Concern
"Scolopacidae (Godwit, Curley, Knot, Sandpipers, Stints, Snipe, Redshank, Warblers)",Sandpiper,Terek Sandpiper,Xenus cinereus,Least Concern
"Scolopacidae (Godwit, Curley, Knot, Sandpipers, Stints, Snipe, Redshank, Warblers)",Sandpiper,Common Sandpiper,Actitis hypoleucos,Least Concern
"Scolopacidae (Godwit, Curley, Knot, Sandpipers, Stints, Snipe, Redshank, Warblers)",Sandpiper,Green Sandpiper,Tringa ochropus,Least Concern
"Scolopacidae (Godwit, Curley, Knot, Sandpipers, Stints, Snipe, Redshank, Warblers)",Tattler,Grey-tailed Tattler,Tringa brevipes,Near Threatened
"Scolopacidae (Godwit, Curley, Knot, Sandpipers, Stints, Snipe, Redshank, Warblers)",Redshank,Spotted Redshank,Tringa erythropus,Least Concern
"Scolopacidae (Godwit, Curley, Knot, Sandpipers, Stints, Snipe, Redshank, Warblers)",Greenshank,Common Greenshank,Tringa nebularia,Least Concern
"Scolopacidae (Godwit, Curley, Knot, Sandpipers, Stints, Snipe, Redshank, Warblers)",Redshank,Common Redshank,Tringa totanus,Least Concern
"Scolopacidae (Godwit, Curley, Knot, Sandpipers, Stints, Snipe, Redshank, Warblers)",Sandpiper,Wood Sandpiper,Tringa glareola,Least Concern
"Scolopacidae (Godwit, Curley, Knot, Sandpipers, Stints, Snipe, Redshank, Warblers)",Sandpiper,Marsh Sandpiper,Tringa stagnatilis,Least Concern
"Scolopacidae (Godwit, Curley, Knot, Sandpipers, Stints, Snipe, Redshank, Warblers)",Phalarope,Red-necked Phalarope,Phalaropus lobatus,Least Concern
"Scolopacidae (Godwit, Curley, Knot, Sandpipers, Stints, Snipe, Redshank, Warblers)",Phalarope,Red Phalarope,Phalaropus fulicarius,Least Concern
"Scotocercidae (Tesia, Warblers)",Tesia,Slaty-bellied Tesia,Tesia olivea,Least Concern
"Scotocercidae (Tesia, Warblers)",Tesia,Grey-bellied Tesia,Tesia cyaniventer,Least Concern
"Scotocercidae (Tesia, Warblers)",Bush warbler,Chestnut-crowned Bush Warbler,Cettia major,Least Concern
"Scotocercidae (Tesia, Warblers)",Bush warbler,Grey-sided Bush Warbler,Cettia brunnifrons,Least Concern
"Scotocercidae (Tesia, Warblers)",Tesia,Chestnut-headed Tesia,Cettia castaneocoronata,Least Concern
"Scotocercidae (Tesia, Warblers)",Bush warbler,Cetti's Warbler,Cettia cetti,Least Concern
"Scotocercidae (Tesia, Warblers)",Bush warbler,Pale-footed Bush Warbler,Hemitesia pallidipes,Least Concern
"Scotocercidae (Tesia, Warblers)",Stubtail,Asian Stubtail,Urosphena squameiceps,Least Concern
"Scotocercidae (Tesia, Warblers)",Bush warbler,Yellow-bellied Warbler,Abroscopus superciliaris,Least Concern
"Scotocercidae (Tesia, Warblers)",Bush warbler,Rufous-faced Warbler,Abroscopus albogularis,Least Concern
"Scotocercidae (Tesia, Warblers)",Bush warbler,Black-faced Warbler,Abroscopus schisticeps,Least Concern
"Scotocercidae (Tesia, Warblers)",Tailorbird,Mountain Tailorbird,Phyllergates cucullatus,Least Concern
"Scotocercidae (Tesia, Warblers)",Bush warbler,Broad-billed Warbler,Tickellia hodgsoni,Least Concern
"Scotocercidae (Tesia, Warblers)",Bush warbler,Brownish-flanked Bush Warbler,Horornis fortipes,Least Concern
"Scotocercidae (Tesia, Warblers)",Bush warbler,Hume's Bush Warbler,Horornis brunnescens,Least Concern
"Scotocercidae (Tesia, Warblers)",Bush warbler,Aberrant Bush Warbler,Horornis flavolivaceus,Least Concern
"Scotocercidae (Tesia, Warblers)",Bush warbler,Manchurian Bush Warbler,Horornis canturians,Least Concern
"Sittidae (Nuthatch, Wallcreeper)",Nuthatch,Chestnut-vented Nuthatch,Sitta nagaensis,Least Concern
"Sittidae (Nuthatch, Wallcreeper)",Nuthatch,Kashmir Nuthatch,Sitta cashmirensis,Least Concern
"Sittidae (Nuthatch, Wallcreeper)",Nuthatch,Indian Nuthatch,Sitta castanea,Least Concern
"Sittidae (Nuthatch, Wallcreeper)",Nuthatch,Chestnut-bellied Nuthatch,Sitta cinnamoventris,Least Concern
"Sittidae (Nuthatch, Wallcreeper)",Nuthatch,White-tailed Nuthatch,Sitta himalayensis,Least Concern
"Sittidae (Nuthatch, Wallcreeper)",Nuthatch,Yunnan Nuthatch,Sitta yunnanensis,Near Threatened
"Sittidae (Nuthatch, Wallcreeper)",Nuthatch,White-cheeked Nuthatch,Sitta leucopsis,Least Concern
"Sittidae (Nuthatch, Wallcreeper)",Nuthatch,Velvet-fronted Nuthatch,Sitta frontalis,Least Concern
"Sittidae (Nuthatch, Wallcreeper)",Nuthatch,Beautiful Nuthatch,Sitta formosa,Vulnerable
"Sittidae (Nuthatch, Wallcreeper)",Creeper,Indian Spotted Creeper,Salpornis spilonota,Least Concern
"Sittidae (Nuthatch, Wallcreeper)",Wallcreeper,Wallcreeper,Tichodroma muraria,Least Concern
Stenostiridae (Fantail and Canary-flycatcher),Fairy-fantail,Yellow-bellied Fairy-fantail,Chelidorhynx hypoxanthus,Least Concern
Stenostiridae (Fantail and Canary-flycatcher),Canary flycatcher,Grey-headed Canary-flycatcher,Culicicapa ceylonensis,Least Concern
Stercorariidae (Skua),Skua,Long-tailed Skua,Stercorarius longicaudus,Least Concern
Stercorariidae (Skua),Skua,Arctic Skua,Stercorarius parasiticus,Least Concern
Stercorariidae (Skua),Skua,Pomarine Skua,Stercorarius pomarinus,Least Concern
Stercorariidae (Skua),Skua,South Polar Skua,Stercorarius maccormicki,Least Concern
Stercorariidae (Skua),Skua,Brown Skua,Stercorarius antarcticus,Least Concern
Strigidae (Owls and Owlets),Boreal owl,Boreal Owl,Aegolius funereus,Least Concern
Strigidae (Owls and Owlets),Eared owl,Short-eared Owl,Asio flammeus,Least Concern
Strigidae (Owls and Owlets),Eared owl,Northern Long-eared Owl,Asio otus,Least Concern
Strigidae (Owls and Owlets),Owlet,Spotted Owlet,Athene brama,Least Concern
Strigidae (Owls and Owlets),Owlet,Little Owl,Athene noctua,Least Concern
Strigidae (Owls and Owlets),Eagle owl,Indian Eagle Owl,Bubo bengalensis,Least Concern
Strigidae (Owls and Owlets),Eagle owl,Eurasian Eagle Owl,Bubo bubo,Least Concern
Strigidae (Owls and Owlets),Eagle owl,Dusky Eagle Owl,Bubo coromandus,Least Concern
Strigidae (Owls and Owlets),Eagle owl,Spot-bellied Eagle Owl,Bubo nipalensis,Least Concern
Strigidae (Owls and Owlets),Owlet,Collared Owlet,Glaucidium brodiei,Least Concern
Strigidae (Owls and Owlets),Owlet,Asian Barred Owlet,Glaucidium cuculoides,Least Concern
Strigidae (Owls and Owlets),Owlet,Jungle Owlet,Glaucidium radiatum,Least Concern
Strigidae (Owls and Owlets),Owlet,Forest Owlet,Heteroglaux blewitti,Endangered
Strigidae (Owls and Owlets),Fish owls,Tawny Fish Owl,Ketupa flavipes,Least Concern
Strigidae (Owls and Owlets),Fish owls,Buffy Fish Owl,Ketupa ketupu,Least Concern
Strigidae (Owls and Owlets),Fish owls,Brown Fish Owl,Ketupa zeylonensis,Least Concern
Strigidae (Owls and Owlets),Hawk owls,Andaman Hawk Owl,Ninox affinis,Least Concern
Strigidae (Owls and Owlets),Hawk owls,Hume's Hawk Owl,Ninox obscura,Least Concern
Strigidae (Owls and Owlets),Hawk owls,Brown Hawk Owl,Ninox scutulata,Least Concern
Strigidae (Owls and Owlets),Scops's owl,Nicobar Scops Owl,Otus alius,Near Threatened
Strigidae (Owls and Owlets),Scops's owl,Indian Scops Owl,Otus bakkamoena,Least Concern
Strigidae (Owls and Owlets),Scops's owl,Andaman Scops Owl,Otus balli,Least Concern
Strigidae (Owls and Owlets),Scops's owl,Pallid Scops Owl,Otus brucei,Least Concern
Strigidae (Owls and Owlets),Scops's owl,Collared Scops Owl,Otus lettia,Least Concern
Strigidae (Owls and Owlets),Scops's owl,Eurasian Scops Owl,Otus scops,Least Concern
Strigidae (Owls and Owlets),Scops's owl,Mountain Scops Owl,Otus spilocephalus,Least Concern
Strigidae (Owls and Owlets),Scops's owl,Oriental Scops Owl,Otus sunia,Least Concern
"Tytonidae (Bay owls, Grass owls, Barn owl)",Bay owl,Sri Lanka Bay Owl,Phodilus assimilis,Least Concern
"Tytonidae (Bay owls, Grass owls, Barn owl)",Bay owl,Oriental Bay Owl,Phodilus badius,Least Concern
Strigidae (Owls and Owlets),Wood owls,Tawny Owl,Strix aluco,Least Concern
Strigidae (Owls and Owlets),Wood owls,Brown Wood Owl,Strix leptogrammica,Least Concern
Sturnidae (Myna and Starlings),Starling,Common Starling,Sturnus vulgaris,Least Concern
Sturnidae (Myna and Starlings),Starling,Rosy Starling,Pastor roseus,Least Concern
Sturnidae (Myna and Starlings),Starling,Purple-backed Starling,Agropsar sturninus,Least Concern
Sturnidae (Myna and Starlings),Starling,Chestnut-cheeked Starling,Agropsar philippensis,Least Concern
Sturnidae (Myna and Starlings),Starling,Asian Pied Starling,Gracupica contra,Least Concern
Sturnidae (Myna and Starlings),Starling,Brahminy Starling,Sturnia pagodarum,Least Concern
Sturnidae (Myna and Starlings),Starling,Chestnut-tailed Starling,Sturnia malabarica,Least Concern
Sturnidae (Myna and Starlings),Starling,White-headed Starling,Sturnia erythropygia,Least Concern
Sturnidae (Myna and Starlings),Starling,White-cheeked Starling,Spodiopsar cineraceus,Least Concern
Sturnidae (Myna and Starlings),Myna,Common Myna,Acridotheres tristis,Least Concern
Sturnidae (Myna and Starlings),Myna,Bank Myna,Acridotheres ginginianus,Least Concern
Sturnidae (Myna and Starlings),Myna,Jungle Myna,Acridotheres fuscus,Least Concern
Sturnidae (Myna and Starlings),Myna,Collared Myna,Acridotheres albocinctus,Least Concern
Sturnidae (Myna and Starlings),Myna,Great Myna,Acridotheres grandis,Least Concern
Sturnidae (Myna and Starlings),Starling,Spot-winged Starling,Saroglossa spilopterus,Least Concern
Sturnidae (Myna and Starlings),Myna,Southern Hill Myna,Gracula indica,Least Concern
Sturnidae (Myna and Starlings),Myna,Common Hill Myna,Gracula religiosa,Least Concern
Sturnidae (Myna and Starlings),Myna,Golden-crested Myna,Ampeliceps coronatus,Least Concern
Sturnidae (Myna and Starlings),Starling,Asian Glossy Starling,Aplonis panayensis,Least Concern
Sulidae (Booby),Booby,Red-footed Booby,Sula sula,Least Concern
Sulidae (Booby),Booby,Brown Booby,Sula leucogaster,Least Concern
Sulidae (Booby),Booby,Masked Booby,Sula dactylatra,Least Concern
Sylviidae (Warblers),Warbler,Garden Warbler,Sylvia borin,Least Concern
Sylviidae (Warblers),Warbler,Asian Desert Warbler,Sylvia nana,Least Concern
Sylviidae (Warblers),Warbler,Barred Warbler,Sylvia nisoria,Least Concern
Sylviidae (Warblers),Warbler,Eastern Orphean Warbler,Sylvia crassirostris,Least Concern
Sylviidae (Warblers),Whitethroat,Lesser Whitethroat,Sylvia curruca,Least Concern
Sylviidae (Warblers),Whitethroat,Common Whitethroat,Sylvia communis,Least Concern
Sylviidae (Warblers),Myzornis,Fire-tailed Myzornis,Myzornis pyrrhoura,Least Concern
Sylviidae (Warblers),Fulvetta,Golden-breasted Fulvetta,Lioparus chrysotis,Least Concern
Sylviidae (Warblers),Babbler,Yellow-eyed Babbler,Chrysomma sinense,Least Concern
Sylviidae (Warblers),Babbler,Jerdon's Babbler,Chrysomma altirostre,Vulnerable
Sylviidae (Warblers),Fulvetta,White-browed Fulvetta,Fulvetta vinipectus,Least Concern
Sylviidae (Warblers),Fulvetta,Ludlow's Fulvetta,Fulvetta ludlowi,Least Concern
Sylviidae (Warblers),Fulvetta,Manipur Fulvetta,Fulvetta manipurensis,Least Concern
Sylviidae (Warblers),Parrotbill,Black-breasted Parrotbill,Paradoxornis flavirostris,Vulnerable
Sylviidae (Warblers),Parrotbill,Spot-breasted Parrotbill,Paradoxornis guttaticollis,Least Concern
Sylviidae (Warblers),Parrotbill,White-breasted Parrotbill,Psittiparus ruficeps,Least Concern
Sylviidae (Warblers),Parrotbill,Rufous-headed Parrotbill,Psittiparus bakeri,Least Concern
Sylviidae (Warblers),Parrotbill,Grey-headed Parrotbill,Psittiparus gularis,Least Concern
Sylviidae (Warblers),Parrotbill,Great Parrotbill,Conostoma aemodium,Least Concern
Sylviidae (Warblers),Parrotbill,Brown Parrotbill,Cholornis unicolor,Least Concern
Sylviidae (Warblers),Parrotbill,Fulvous Parrotbill,Suthora fulvifrons,Least Concern
Sylviidae (Warblers),Parrotbill,Black-throated Parrotbill,Suthora nipalensis,Least Concern
Sylviidae (Warblers),Parrotbill,Lesser Rufous-headed Parrotbill,Chleuasicus atrosuperciliaris,Least Concern
Threskiornithidae (Spoobill and Ibis),Ibis,Black-headed Ibis,Threskiornis melanocephalus,Near Threatened
Threskiornithidae (Spoobill and Ibis),Spoonbill,Eurasian Spoonbill,Platalea leucorodia,Least Concern
Threskiornithidae (Spoobill and Ibis),Ibis,Indian Black Ibis,Pseudibis papillosa,Least Concern
Threskiornithidae (Spoobill and Ibis),Ibis,Glossy Ibis,Plegadis falcinellus,Least Concern
"Timaliidae (Wren Babbler, Scimitar Babbler)",Babbler,Rufous-throated Wren Babbler,Spelaeornis caudatus,Near Threatened
"Timaliidae (Wren Babbler, Scimitar Babbler)",Babbler,Mishmi Wren Babbler,Spelaeornis badeigularis,Vulnerable
"Timaliidae (Wren Babbler, Scimitar Babbler)",Babbler,Bar-winged Wren Babbler,Spelaeornis troglodytoides,Least Concern
"Timaliidae (Wren Babbler, Scimitar Babbler)",Babbler,Naga Wren Babbler,Spelaeornis chocolatinus,Near Threatened
"Timaliidae (Wren Babbler, Scimitar Babbler)",Babbler,Chin Hills Wren Babbler,Spelaeornis oatesi,Least Concern
"Timaliidae (Wren Babbler, Scimitar Babbler)",Babbler,Grey-bellied Wren Babbler,Spelaeornis reptatus,Least Concern
"Timaliidae (Wren Babbler, Scimitar Babbler)",Babbler,Tawny-breasted Wren Babbler,Spelaeornis longicaudatus,Vulnerable
"Timaliidae (Wren Babbler, Scimitar Babbler)",Babbler,Red-billed Scimitar Babbler,Pomatorhinus ochraceiceps,Least Concern
"Timaliidae (Wren Babbler, Scimitar Babbler)",Babbler,Coral-billed Scimitar Babbler,Pomatorhinus ferruginosus,Least Concern
"Timaliidae (Wren Babbler, Scimitar Babbler)",Babbler,Slender-billed Scimitar Babbler,Pomatorhinus superciliaris,Least Concern
"Timaliidae (Wren Babbler, Scimitar Babbler)",Babbler,Indian Scimitar Babbler,Pomatorhinus horsfieldii,Least Concern
"Timaliidae (Wren Babbler, Scimitar Babbler)",Babbler,White-browed Scimitar Babbler,Pomatorhinus schisticeps,Least Concern
"Timaliidae (Wren Babbler, Scimitar Babbler)",Babbler,Streak-breasted Scimitar Babbler,Pomatorhinus ruficollis,Least Concern
"Timaliidae (Wren Babbler, Scimitar Babbler)",Babbler,Large Scimitar Babbler,Erythrogenys hypoleucos,Least Concern
"Timaliidae (Wren Babbler, Scimitar Babbler)",Babbler,Rusty-cheeked Scimitar Babbler,Erythrogenys erythrogenys,Least Concern
"Timaliidae (Wren Babbler, Scimitar Babbler)",Babbler,Spot-breasted Scimitar Babbler,Erythrogenys mcclellandi,Least Concern
"Timaliidae (Wren Babbler, Scimitar Babbler)",Babbler,Grey-throated Babbler,Stachyris nigriceps,Least Concern
"Timaliidae (Wren Babbler, Scimitar Babbler)",Babbler,Sikkim Wedge-billed Babbler,Stachyris humei,Near Threatened
"Timaliidae (Wren Babbler, Scimitar Babbler)",Babbler,Cachar Wedge-billed Babbler,Stachyris roberti,Near Threatened
"Timaliidae (Wren Babbler, Scimitar Babbler)",Babbler,Snowy-throated Babbler,Stachyris oglei,Vulnerable
"Timaliidae (Wren Babbler, Scimitar Babbler)",Babbler,Tawny-bellied Babbler,Dumetia hyperythra,Least Concern
"Timaliidae (Wren Babbler, Scimitar Babbler)",Babbler,Dark-fronted Babbler,Rhopocichla atriceps,Least Concern
"Timaliidae (Wren Babbler, Scimitar Babbler)",Babbler,Chestnut-capped Babbler,Timalia pileata,Least Concern
"Timaliidae (Wren Babbler, Scimitar Babbler)",Babbler,Pin-striped Tit Babbler,Mixornis gularis,Least Concern
"Timaliidae (Wren Babbler, Scimitar Babbler)",Babbler,Golden Babbler,Cyanoderma chrysaeum,Least Concern
"Timaliidae (Wren Babbler, Scimitar Babbler)",Babbler,Black-chinned Babbler,Cyanoderma pyrrhops,Least Concern
"Timaliidae (Wren Babbler, Scimitar Babbler)",Babbler,Rufous-capped Babbler,Cyanoderma ruficeps,Least Concern
"Timaliidae (Wren Babbler, Scimitar Babbler)",Babbler,Buff-chested Babbler,Cyanoderma ambiguum,Least Concern
Troglodytidae (Wren),Wren,Eurasian Wren,Troglodytes troglodytes,Least Concern
Trogonidae (Trogon),Trogon,Malabar Trogon,Harpactes fasciatus,Least Concern
Trogonidae (Trogon),Trogon,Red-headed Trogon,Harpactes erythrocephalus,Least Concern
Trogonidae (Trogon),Trogon,Ward's Trogon,Harpactes wardi,Near Threatened
Turdidae (Thrushes),Grandala,Grandala,Grandala coelicolor,Least Concern
Turdidae (Thrushes),Thrush,Long-tailed Thrush,Zoothera dixoni,Least Concern
Turdidae (Thrushes),Thrush,Alpine Thrush,Zoothera mollissima,Least Concern
Turdidae (Thrushes),Thrush,Himalayan Forest Thrush,Zoothera salimalii,Least Concern
Turdidae (Thrushes),Thrush,Dark-sided Thrush,Zoothera marginata,Least Concern
Turdidae (Thrushes),Thrush,Long-billed Thrush,Zoothera monticola,Least Concern
Turdidae (Thrushes),Thrush,Scaly Thrush,Zoothera dauma,Least Concern
Turdidae (Thrushes),Cochoa,Purple Cochoa,Cochoa purpurea,Least Concern
Turdidae (Thrushes),Cochoa,Green Cochoa,Cochoa viridis,Least Concern
Turdidae (Thrushes),Thrush,Siberian Thrush,Geokichla sibirica,Least Concern
Turdidae (Thrushes),Thrush,Pied Thrush,Geokichla wardii,Least Concern
Turdidae (Thrushes),Thrush,Orange-headed Thrush,Geokichla citrina,Least Concern
Turdidae (Thrushes),Thrush,Chinese Thrush,Otocichla mupinensis,Least Concern
Turdidae (Thrushes),Thrush,Mistle Thrush,Turdus viscivorus,Least Concern
Turdidae (Thrushes),Thrush,Song Thrush,Turdus philomelos,Least Concern
Turdidae (Thrushes),Blackbird,Grey-winged Blackbird,Turdus boulboul,Least Concern
Turdidae (Thrushes),Blackbird,Indian Blackbird,Turdus simillimus,Least Concern
Turdidae (Thrushes),Thrush,Black-breasted Thrush,Turdus dissimilis,Least Concern
Turdidae (Thrushes),Thrush,Tickell's Thrush,Turdus unicolor,Least Concern
Turdidae (Thrushes),Thrush,Eyebrowed Thrush,Turdus obscurus,Least Concern
Turdidae (Thrushes),Thrush,Grey-sided Thrush,Turdus feae,Vulnerable
Turdidae (Thrushes),Thrush,Kessler's Thrush,Turdus kessleri,Least Concern
Turdidae (Thrushes),Blackbird,Tibetan Blackbird,Turdus maximus,Least Concern
Turdidae (Thrushes),Fieldfare,Fieldfare,Turdus pilaris,Least Concern
Turdidae (Thrushes),Blackbird,White-collared Blackbird,Turdus albocinctus,Least Concern
Turdidae (Thrushes),Thrush,Chestnut Thrush,Turdus rubrocanus,Least Concern
Turdidae (Thrushes),Thrush,Naumann's Thrush,Turdus naumanni,Least Concern
Turdidae (Thrushes),Thrush,Dusky Thrush,Turdus eunomus,Least Concern
Turdidae (Thrushes),Thrush,Black-throated Thrush,Turdus atrogularis,Least Concern
Turdidae (Thrushes),Thrush,Red-throated Thrush,Turdus ruficollis,Least Concern
Turnicidae (Buttonquail),Buttonquail,Small Buttonquail,Turnix sylvaticus,Least Concern
Turnicidae (Buttonquail),Buttonquail,Yellow-legged Buttonquail,Turnix tanki,Least Concern
Turnicidae (Buttonquail),Buttonquail,Barred Buttonquail,Turnix suscitator,Least Concern
Strigidae (Owls and Owlets),Wood owls,Himalayan Owl,Strix nivicolum,Least Concern
Strigidae (Owls and Owlets),Wood owls,Mottled Wood Owl,Strix ocellata,Least Concern
"Tytonidae (Bay owls, Grass owls, Barn owl)",Barn owls,Common Barn Owl,Tyto alba,Least Concern
"Tytonidae (Bay owls, Grass owls, Barn owl)",Barn owls,Andaman Barn Owl,Tyto deroepstorffi,Least Concern
"Tytonidae (Bay owls, Grass owls, Barn owl)",Barn owls,Eastern Grass Owl,Tyto longimembris,Least Concern
Upupidae (Hoopoe),Hoopoe,Common Hoopoe,Upupa epops,Least Concern
"Vangidae (Flycatcher-shrike, Woodshrike)",Flycatcher-shrike,Bar-winged Flycatcher-shrike,Hemipus picatus,Least Concern
"Vangidae (Flycatcher-shrike, Woodshrike)",Woodshrike,Malabar Woodshrike,Tephrodornis sylvicola,Least Concern
"Vangidae (Flycatcher-shrike, Woodshrike)",Woodshrike,Large Woodshrike,Tephrodornis virgatus,Least Concern
"Vangidae (Flycatcher-shrike, Woodshrike)",Woodshrike,Common Woodshrike,Tephrodornis pondicerianus,Least Concern
Vireonidae (Shrike-babbler),Shrike-babbler,Black-headed Shrike-babbler,Pteruthius rufiventer,Least Concern
Vireonidae (Shrike-babbler),Shrike-babbler,Himalayan Shrike-babbler,Pteruthius ripleyi,Least Concern
Vireonidae (Shrike-babbler),Shrike-babbler,Blyth's Shrike-babbler,Pteruthius aeralatus,Least Concern
Vireonidae (Shrike-babbler),Shrike-babbler,Green Shrike-babbler,Pteruthius xanthochlorus,Least Concern
Vireonidae (Shrike-babbler),Shrike-babbler,Black-eared Shrike-babbler,Pteruthius melanotis,Least Concern
Vireonidae (Shrike-babbler),Shrike-babbler,Clicking Shrike-babbler,Pteruthius intermedius,Least Concern
Vireonidae (Shrike-babbler),Erpornis,White-bellied Erpornis,Erpornis zantholeuca,Least Concern
"Zosteropidae (Yuhina, White-eye)",Yuhina,Striated Yuhina,Yuhina castaniceps,Least Concern
"Zosteropidae (Yuhina, White-eye)",Yuhina,Black-chinned Yuhina,Yuhina nigrimenta,Least Concern
"Zosteropidae (Yuhina, White-eye)",Yuhina,Stripe-throated Yuhina,Yuhina gularis,Least Concern
"Zosteropidae (Yuhina, White-eye)",Yuhina,Whiskered Yuhina,Yuhina flavicollis,Least Concern
"Zosteropidae (Yuhina, White-eye)",Yuhina,Rufous-vented Yuhina,Yuhina occipitalis,Least Concern
"Zosteropidae (Yuhina, White-eye)",Yuhina,White-naped Yuhina,Yuhina bakeri,Least Concern
"Zosteropidae (Yuhina, White-eye)",White-eye,Chestnut-flanked White-eye,Zosterops erythropleurus,Least Concern
"Zosteropidae (Yuhina, White-eye)",White-eye,Oriental White-eye,Zosterops palpebrosus,Least Concern
