Family,Group,English Name,Scientific Name,IUCN Category
Passeridae (Sparrows and Snowfinches),Sparrow,Eurasian Tree Sparrow,Passer montanus,Least Concern
Passeridae (Sparrows and Snowfinches),Sparrow,Pale Rock Sparrow,Carpospiza brachydactyla,Least Concern
Passeridae (Sparrows and Snowfinches),Sparrow,Eurasian Rock Sparrow,Petronia petronia,Least Concern
Passeridae (Sparrows and Snowfinches),Sparrow,Yellow-throated Sparrow,Gymnoris xanthocollis,Least Concern
Passeridae (Sparrows and Snowfinches),Snowfinch,Black-winged Snowfinch,Montifringilla adamsi,Least Concern
Passeridae (Sparrows and Snowfinches),Snowfinch,White-rumped Snowfinch,Onychostruthus taczanowskii,Least Concern
Passeridae (Sparrows and Snowfinches),Snowfinch,Rufous-necked Snowfinch,Pyrgilauda ruficollis,Least Concern
Passeridae (Sparrows and Snowfinches),Snowfinch,Blanford's Snowfinch,Pyrgilauda blanfordi,Least Concern
Pelecanidae (Pelicans),Pelican,Great White Pelican,Pelecanus onocrotalus,Least Concern
Pelecanidae (Pelicans),Pelican,Spot-billed Pelican,Pelecanus philippensis,Near Threatened
Pelecanidae (Pelicans),Pelican,Dalmatian Pelican,Pelecanus crispus,Near Threatened
"Pellorneidae (Babbler, Fulvetta)",Babbler,White-hooded Babbler,Gampsorhynchus rufulus,Least Concern
"Pellorneidae (Babbler, Fulvetta)",Fulvetta,Rusty-capped Fulvetta,Schoeniparus dubius,Least Concern
"Pellorneidae (Babbler, Fulvetta)",Fulvetta,Rufous-throated Fulvetta,Schoeniparus rufogularis,Least Concern
"Pellorneidae (Babbler, Fulvetta)",Fulvetta,Yellow-throated Fulvetta,Schoeniparus cinereus,Least Concern
"Pellorneidae (Babbler, Fulvetta)",Fulvetta,Rufous-winged Fulvetta,Schoeniparus castaneceps,Least Concern
"Pellorneidae (Babbler, Fulvetta)",Babbler,Rufous-vented Grass Babbler,Laticilla burnesii,Near Threatened
"Pellorneidae (Babbler, Fulvetta)",Babbler,Swamp Grass Babbler,Laticilla cinerascens,Endangered
"Pellorneidae (Babbler, Fulvetta)",Babbler,Puff-throated Babbler,Pellorneum ruficeps,Least Concern
"Pellorneidae (Babbler, Fulvetta)",Babbler,Marsh Babbler,Pellorneum palustre,Vulnerable
"Pellorneidae (Babbler, Fulvetta)",Babbler,Spot-throated Babbler,Pellorneum albiventre,Least Concern
"Pellorneidae (Babbler, Fulvetta)",Babbler,Buff-breasted Babbler,Trichastoma tickelli,Least Concern
"Pellorneidae (Babbler, Fulvetta)",Babbler,Abbott's Babbler,Malacocincla abbotti,Least Concern
"Pellorneidae (Babbler, Fulvetta)",Babbler,Streaked Wren Babbler,Turdinus brevicaudatus,Least Concern
"Pellorneidae (Babbler, Fulvetta)",Babbler,Eyebrowed Wren Babbler,Napothera epilepidota,Least Concern
"Pellorneidae (Babbler, Fulvetta)",Babbler,Long-billed Wren Babbler,Rimator malacoptilus,Least Concern
"Pellorneidae (Babbler, Fulvetta)",Babbler,Indian Grass Babbler,Graminicola bengalensis,Near Threatened
Phaethontidae (Tropicbird),Tropicbird,Red-billed Tropicbird,Phaethon aethereus,Least Concern
Phaethontidae (Tropicbird),Tropicbird,Red-tailed Tropicbird,Phaethon rubricauda,Least Concern
Phaethontidae (Tropicbird),Tropicbird,White-tailed Tropicbird,Phaethon lepturus,Least Concern
Phalacrocoracidae (Cormorants),Cormorant,Little Cormorant,Microcarbo niger,Least Concern
Phalacrocoracidae (Cormorants),Cormorant,Great Cormorant,Phalacrocorax carbo,Least Concern
Phalacrocoracidae (Cormorants),Cormorant,Indian Cormorant,Phalacrocorax fuscicollis,Least Concern
"Phasianidae (Partridges, quails, peafowl, francolins, tragopans, pheasants)",Partridge,Common Hill Partridge,Arborophila torqueola,Least Concern
"Phasianidae (Partridges, quails, peafowl, francolins, tragopans, pheasants)",Partridge,Rufous-throated Hill Partridge,Arborophila rufogularis,Least Concern
"Phasianidae (Partridges, quails, peafowl, francolins, tragopans, pheasants)",Partridge,White-cheeked Hill Partridge,Arborophila atrogularis,Near Threatened
"Phasianidae (Partridges, quails, peafowl, francolins, tragopans, pheasants)",Partridge,Chestnut-breasted Hill Partridge,Arborophila mandellii,Vulnerable
"Phasianidae (Partridges, quails, peafowl, francolins, tragopans, pheasants)",Peafowl,Indian Peafowl,Pavo cristatus,Least Concern
"Phasianidae (Partridges, quails, peafowl, francolins, tragopans, pheasants)",Peafowl,Green Peafowl,Pavo muticus,Endangered
"Phasianidae (Partridges, quails, peafowl, francolins, tragopans, pheasants)",Pheasant,Grey Peacock Pheasant,Polyplectron bicalcaratum,Least Concern
"Phasianidae (Partridges, quails, peafowl, francolins, tragopans, pheasants)",Quail,Common Quail,Coturnix coturnix,Least Concern
"Phasianidae (Partridges, quails, peafowl, francolins, tragopans, pheasants)",Quail,Japanese Quail,Coturnix japonica,Near Threatened
"Phasianidae (Partridges, quails, peafowl, francolins, tragopans, pheasants)",Quail,Rain Quail,Coturnix coromandelica,Least Concern
"Phasianidae (Partridges, quails, peafowl, francolins, tragopans, pheasants)",Quail,Blue-breasted Quail,Synoicus chinensis,Least Concern
"Phasianidae (Partridges, quails, peafowl, francolins, tragopans, pheasants)",Snowcock,Himalayan Snowcock,Tetraogallus himalayensis,Least Concern
"Phasianidae (Partridges, quails, peafowl, francolins, tragopans, pheasants)",Snowcock,Tibetan Snowcock,Tetraogallus tibetanus,Least Concern
"Phasianidae (Partridges, quails, peafowl, francolins, tragopans, pheasants)",Partridge,Chukar Partridge,Alectoris chukar,Least Concern
"Phasianidae (Partridges, quails, peafowl, francolins, tragopans, pheasants)",Partridge,Snow Partridge,Lerwa lerwa,Least Concern
"Phasianidae (Partridges, quails, peafowl, francolins, tragopans, pheasants)",Quail,Jungle Bush Quail,Perdicula asiatica,Least Concern
"Phasianidae (Partridges, quails, peafowl, francolins, tragopans, pheasants)",Quail,Rock Bush Quail,Perdicula argoondah,Least Concern
"Phasianidae (Partridges, quails, peafowl, francolins, tragopans, pheasants)",Quail,Painted Bush Quail,Perdicula erythrorhyncha,Least Concern
"Phasianidae (Partridges, quails, peafowl, francolins, tragopans, pheasants)",Quail,Manipur Bush Quail,Perdicula manipurensis,Endangered
"Phasianidae (Partridges, quails, peafowl, francolins, tragopans, pheasants)",Quail,Himalayan Quail,Ophrysia superciliosa,Critically Endangered
"Phasianidae (Partridges, quails, peafowl, francolins, tragopans, pheasants)",Francolin,Black Francolin,Francolinus francolinus,Least Concern
"Phasianidae (Partridges, quails, peafowl, francolins, tragopans, pheasants)",Francolin,Painted Francolin,Francolinus pictus,Least Concern
"Phasianidae (Partridges, quails, peafowl, francolins, tragopans, pheasants)",Francolin,Chinese Francolin,Francolinus pintadeanus,Least Concern
"Phasianidae (Partridges, quails, peafowl, francolins, tragopans, pheasants)",Francolin,Grey Francolin,Francolinus pondicerianus,Least Concern
"Phasianidae (Partridges, quails, peafowl, francolins, tragopans, pheasants)",Francolin,Swamp Francolin,Francolinus gularis,Vulnerable
"Phasianidae (Partridges, quails, peafowl, francolins, tragopans, pheasants)",Partridge,Mountain Bamboo Partridge,Bambusicola fytchii,Least Concern
"Phasianidae (Partridges, quails, peafowl, francolins, tragopans, pheasants)",Junglefowl,Red Junglefowl,Gallus gallus,Least Concern
"Phasianidae (Partridges, quails, peafowl, francolins, tragopans, pheasants)",Junglefowl,Grey Junglefowl,Gallus sonneratii,Least Concern
"Phasianidae (Partridges, quails, peafowl, francolins, tragopans, pheasants)",Monal,Himalayan Monal,Lophophorus impejanus,Least Concern
"Phasianidae (Partridges, quails, peafowl, francolins, tragopans, pheasants)",Monal,Sclater's Monal,Lophophorus sclateri,Vulnerable
"Phasianidae (Partridges, quails, peafowl, francolins, tragopans, pheasants)",Tragopan,Western Tragopan,Tragopan melanocephalus,Vulnerable
"Phasianidae (Partridges, quails, peafowl, francolins, tragopans, pheasants)",Tragopan,Satyr Tragopan,Tragopan satyra,Near Threatened
"Phasianidae (Partridges, quails, peafowl, francolins, tragopans, pheasants)",Tragopan,Blyth's Tragopan,Tragopan blythii,Vulnerable
"Phasianidae (Partridges, quails, peafowl, francolins, tragopans, pheasants)",Tragopan,Temminck's Tragopan,Tragopan temminckii,Least Concern
"Phasianidae (Partridges, quails, peafowl, francolins, tragopans, pheasants)",Pheasant,Mrs Hume's Pheasant,Syrmaticus humiae,Near Threatened
"Phasianidae (Partridges, quails, peafowl, francolins, tragopans, pheasants)",Pheasant,Cheer Pheasant,Catreus wallichii,Vulnerable
"Phasianidae (Partridges, quails, peafowl, francolins, tragopans, pheasants)",Pheasant,Kalij Pheasant,Lophura leucomelanos,Least Concern
"Phasianidae (Partridges, quails, peafowl, francolins, tragopans, pheasants)",Partridge,Tibetan Partridge,Perdix hodgsoniae,Least Concern
"Phasianidae (Partridges, quails, peafowl, francolins, tragopans, pheasants)",Spurfowl,Red Spurfowl,Galloperdix spadicea,Least Concern
"Phasianidae (Partridges, quails, peafowl, francolins, tragopans, pheasants)",Spurfowl,Painted Spurfowl,Galloperdix lunulata,Least Concern
"Phasianidae (Partridges, quails, peafowl, francolins, tragopans, pheasants)",Pheasant,Koklass Pheasant,Pucrasia macrolopha,Least Concern
"Phasianidae (Partridges, quails, peafowl, francolins, tragopans, pheasants)",Pheasant,Blood Pheasant,Ithaginis cruentus,Least Concern
Phoenicopteridae (Flamingos),Flamingo,Greater Flamingo,Phoenicopterus roseus,Least Concern
Phoenicopteridae (Flamingos),Flamingo,Lesser Flamingo,Phoeniconaias minor,Near Threatened
"Phylloscopidae (Warblers, Chiffchaff)",Leaf warbler,Wood Warbler,Phylloscopus sibilatrix,Least Concern
"Phylloscopidae (Warblers, Chiffchaff)",Leaf warbler,Chinese Leaf Warbler,Phylloscopus yunnanensis,Least Concern
"Phylloscopidae (Warblers, Chiffchaff)",Leaf warbler,Brooks's Leaf Warbler,Phylloscopus subviridis,Least Concern
"Phylloscopidae (Warblers, Chiffchaff)",Leaf warbler,Yellow-browed Warbler,Phylloscopus inornatus,Least Concern
"Phylloscopidae (Warblers, Chiffchaff)",Leaf warbler,Hume's Leaf Warbler,Phylloscopus humei,Least Concern
"Phylloscopidae (Warblers, Chiffchaff)",Leaf warbler,Lemon-rumped Warbler,Phylloscopus chloronotus,Least Concern
"Phylloscopidae (Warblers, Chiffchaff)",Leaf warbler,Buff-barred Warbler,Phylloscopus pulcher,Least Concern
"Phylloscopidae (Warblers, Chiffchaff)",Leaf warbler,Ashy-throated Warbler,Phylloscopus maculipennis,Least Concern
"Phylloscopidae (Warblers, Chiffchaff)",Leaf warbler,Dusky Warbler,Phylloscopus fuscatus,Least Concern
"Phylloscopidae (Warblers, Chiffchaff)",Leaf warbler,Smoky Warbler,Phylloscopus fuligiventer,Least Concern
"Phylloscopidae (Warblers, Chiffchaff)",Leaf warbler,Buff-throated Warbler,Phylloscopus subaffinis,Least Concern
"Phylloscopidae (Warblers, Chiffchaff)",Leaf warbler,Common Chiffchaff,Phylloscopus collybita,Least Concern
"Phylloscopidae (Warblers, Chiffchaff)",Leaf warbler,Kashmir Chiffchaff,Phylloscopus sindianus,Least Concern
"Phylloscopidae (Warblers, Chiffchaff)",Leaf warbler,Plain Leaf Warbler,Phylloscopus neglectus,Least Concern
"Phylloscopidae (Warblers, Chiffchaff)",Leaf warbler,Tytler's Leaf Warbler,Phylloscopus tytleri,Near Threatened
"Phylloscopidae (Warblers, Chiffchaff)",Leaf warbler,Sulphur-bellied Warbler,Phylloscopus griseolus,Least Concern
"Phylloscopidae (Warblers, Chiffchaff)",Leaf warbler,Tickell's Leaf Warbler,Phylloscopus affinis,Least Concern
"Phylloscopidae (Warblers, Chiffchaff)",Leaf warbler,White-spectacled Warbler,Phylloscopus intermedius,Least Concern
"Phylloscopidae (Warblers, Chiffchaff)",Leaf warbler,Grey-cheeked Warbler,Phylloscopus poliogenys,Least Concern
"Phylloscopidae (Warblers, Chiffchaff)",Leaf warbler,Green-crowned Warbler,Phylloscopus burkii,Least Concern
"Phylloscopidae (Warblers, Chiffchaff)",Leaf warbler,Grey-crowned Warbler,Phylloscopus tephrocephalus,Least Concern
"Phylloscopidae (Warblers, Chiffchaff)",Leaf warbler,Whistler's Warbler,Phylloscopus whistleri,Least Concern
"Phylloscopidae (Warblers, Chiffchaff)",Leaf warbler,Chestnut-crowned Warbler,Phylloscopus castaniceps,Least Concern
"Phylloscopidae (Warblers, Chiffchaff)",Leaf warbler,Green Leaf Warbler,Phylloscopus nitidus,Least Concern
"Phylloscopidae (Warblers, Chiffchaff)",Leaf warbler,Greenish Leaf Warbler,Phylloscopus trochiloides,Least Concern
"Phylloscopidae (Warblers, Chiffchaff)",Leaf warbler,Two-barred Leaf Warbler,Phylloscopus plumbeitarsus,Least Concern
"Phylloscopidae (Warblers, Chiffchaff)",Leaf warbler,Arctic Warbler,Phylloscopus borealis,Least Concern
"Phylloscopidae (Warblers, Chiffchaff)",Leaf warbler,Pale-legged Leaf Warbler,Phylloscopus tenellipes,Least Concern
"Phylloscopidae (Warblers, Chiffchaff)",Leaf warbler,Large-billed Leaf Warbler,Phylloscopus magnirostris,Least Concern
"Phylloscopidae (Warblers, Chiffchaff)",Leaf warbler,Yellow-vented Leaf Warbler,Phylloscopus cantator,Least Concern
"Phylloscopidae (Warblers, Chiffchaff)",Leaf warbler,Claudia's Leaf Warbler,Phylloscopus claudiae,Least Concern
"Phylloscopidae (Warblers, Chiffchaff)",Leaf warbler,Blyth's Leaf Warbler,Phylloscopus reguloides,Least Concern
"Phylloscopidae (Warblers, Chiffchaff)",Leaf warbler,Western Crowned Leaf Warbler,Phylloscopus occipitalis,Least Concern
"Phylloscopidae (Warblers, Chiffchaff)",Leaf warbler,Grey-hooded Leaf Warbler,Phylloscopus xanthoschistos,Least Concern
Picidae (Woodpeckers),Wryneck,Eurasian Wryneck,Jynx torquilla,Least Concern
Picidae (Woodpeckers),Piculet,White-browed Piculet,Sasia ochracea,Least Concern
Picidae (Woodpeckers),Piculet,Speckled Piculet,Picumnus innominatus,Least Concern
Picidae (Woodpeckers),Woodpecker,Heart-spotted Woodpecker,Hemicircus canente,Least Concern
Picidae (Woodpeckers),Woodpecker,Himalayan Golden-backed Woodpecker,Dinopium shorii,Least Concern
Picidae (Woodpeckers),Woodpecker,Common Golden-backed Woodpecker,Dinopium javanense,Least Concern
Picidae (Woodpeckers),Woodpecker,Lesser Golden-backed Woodpecker,Dinopium benghalense,Least Concern
Picidae (Woodpeckers),Woodpecker,Pale-headed Woodpecker,Gecinulus grantia,Least Concern
Picidae (Woodpeckers),Woodpecker,Rufous Woodpecker,Micropternus brachyurus,Least Concern
Picidae (Woodpeckers),Woodpecker,Greater Yellow-naped Woodpecker,Chrysophlegma flavinucha,Least Concern
Picidae (Woodpeckers),Woodpecker,Lesser Yellow-naped Woodpecker,Picus chlorolophus,Least Concern
Picidae (Woodpeckers),Woodpecker,Streak-throated Woodpecker,Picus xanthopygaeus,Least Concern
Picidae (Woodpeckers),Woodpecker,Grey-headed Woodpecker,Picus canus,Least Concern
Picidae (Woodpeckers),Woodpecker,Scaly-bellied Woodpecker,Picus squamatus,Least Concern
Picidae (Woodpeckers),Woodpecker,Great Slaty Woodpecker,Mulleripicus pulverulentus,Vulnerable
Picidae (Woodpeckers),Woodpecker,White-bellied Woodpecker,Dryocopus javensis,Least Concern
Picidae (Woodpeckers),Woodpecker,Andaman Woodpecker,Dryocopus hodgei,Vulnerable
Picidae (Woodpeckers),Woodpecker,Bay Woodpecker,Blythipicus pyrrhotis,Least Concern
Picidae (Woodpeckers),Woodpecker,Greater Golden-backed Woodpecker,Chrysocolaptes guttacristatus,Least Concern
Picidae (Woodpeckers),Woodpecker,White-naped Woodpecker,Chrysocolaptes festivus,Least Concern
Picidae (Woodpeckers),Woodpecker,Brown-capped Pygmy Woodpecker,Dendrocopos nanus,Least Concern
Picidae (Woodpeckers),Woodpecker,Grey-capped Pygmy Woodpecker,Dendrocopos canicapillus,Least Concern
Picidae (Woodpeckers),Woodpecker,Fulvous-breasted Pied Woodpecker,Dendrocopos macei,Least Concern
Picidae (Woodpeckers),Woodpecker,Spot-breasted Pied Woodpecker,Dendrocopos analis,Least Concern
Picidae (Woodpeckers),Woodpecker,Stripe-breasted Pied Woodpecker,Dendrocopos atratus,Least Concern
Picidae (Woodpeckers),Woodpecker,Brown-fronted Pied Woodpecker,Dendrocopos auriceps,Least Concern
Picidae (Woodpeckers),Woodpecker,Yellow-fronted Pied Woodpecker,Leiopicus mahrattensis,Least Concern
Picidae (Woodpeckers),Woodpecker,Crimson-breasted Pied Woodpecker,Dendrocopos cathpharius,Least Concern
Picidae (Woodpeckers),Woodpecker,Darjeeling Pied Woodpecker,Dendrocopos darjellensis,Least Concern
Picidae (Woodpeckers),Woodpecker,Himalayan Pied Woodpecker,Dendrocopos himalayensis,Least Concern
Picidae (Woodpeckers),Woodpecker,Sind Pied Woodpecker,Dendrocopos assimilis,Least Concern
Picidae (Woodpeckers),Woodpecker,Great Spotted Woodpecker,Dendrocopos major,Least Concern
Picidae (Woodpeckers),Woodpecker,Rufous-bellied Woodpecker,Dendrocopos hyperythrus,Least Concern
Pittidae (Pittas),Pitta,Blue-naped Pitta,Hydrornis nipalensis,Least Concern
Pittidae (Pittas),Pitta,Blue Pitta,Hydrornis cyaneus,Least Concern
Pittidae (Pittas),Pitta,Indian Pitta,Pitta brachyura,Least Concern
Pittidae (Pittas),Pitta,Blue-winged Pitta,Pitta moluccensis,Least Concern
Pittidae (Pittas),Pitta,Mangrove Pitta,Pitta megarhyncha,Near Threatened
Pittidae (Pittas),Pitta,Hooded Pitta,Pitta sordida,Least Concern
Ploceidae (Weavers),Weaver,Black-breasted Weaver,Ploceus benghalensis,Least Concern
Ploceidae (Weavers),Weaver,Streaked Weaver,Ploceus manyar,Least Concern
Ploceidae (Weavers),Weaver,Baya Weaver,Ploceus philippinus,Least Concern
Ploceidae (Weavers),Weaver,Finn's Weaver,Ploceus megarhynchus,Vulnerable
Pnoepygidae (Wren-Babblers),Babbler,Nepal Wren Babbler,Pnoepyga immaculata,Least Concern
Pnoepygidae (Wren-Babblers),Babbler,Pygmy Wren Babbler,Pnoepyga pusilla,Least Concern
Pnoepygidae (Wren-Babblers),Babbler,Scaly-breasted Wren Babbler,Pnoepyga albiventer,Least Concern
Podargidae (Frogmouths),Frogmouth,Sri Lanka Frogmouth,Batrachostomus moniliger,Least Concern
Podargidae (Frogmouths),Frogmouth,Hodgson's Frogmouth,Batrachostomus hodgsoni,Least Concern
Podicipedidae (Grebes),Grebe,Little Grebe,Tachybaptus ruficollis,Least Concern
Podicipedidae (Grebes),Grebe,Red-necked Grebe,Podiceps grisegena,Least Concern
Podicipedidae (Grebes),Grebe,Great Crested Grebe,Podiceps cristatus,Least Concern
Podicipedidae (Grebes),Grebe,Horned Grebe,Podiceps auritus,Vulnerable
Podicipedidae (Grebes),Grebe,Black-necked Grebe,Podiceps nigricollis,Least Concern
Procellariidae (Petrels and Shearwater),Petrel,Barau's Petrel,Pterodroma baraui,Endangered
Procellariidae (Petrels and Shearwater),Shearwater,Wedge-tailed Shearwater,Ardenna pacifica,Least Concern
Procellariidae (Petrels and Shearwater),Shearwater,Short-tailed Shearwater,Ardenna tenuirostris,Least Concern
Procellariidae (Petrels and Shearwater),Shearwater,Flesh-footed Shearwater,Ardenna carneipes,Near Threatened
Procellariidae (Petrels and Shearwater),Shearwater,Streaked Shearwater,Calonectris leucomelas,Near Threatened
Procellariidae (Petrels and Shearwater),Shearwater,Cory's Shearwater,Calonectris borealis,Least Concern
Procellariidae (Petrels and Shearwater),Shearwater,Tropical Shearwater,Puffinus bailloni,Least Concern
Procellariidae (Petrels and Shearwater),Shearwater,Persian Shearwater,Puffinus persicus,Least Concern
Procellariidae (Petrels and Shearwater),Petrel,Jouanin's Petrel,Bulweria fallax,Near Threatened
Prunellidae (Accentors),Accentor,Altai Accentor,Prunella himalayana,Least Concern
Prunellidae (Accentors),Accentor,Alpine Accentor,Prunella collaris,Least Concern
Prunellidae (Accentors),Accentor,Maroon-backed Accentor,Prunella immaculata,Least Concern
Prunellidae (Accentors),Accentor,Robin Accentor,Prunella rubeculoides,Least Concern
Prunellidae (Accentors),Accentor,Rufous-breasted Accentor,Prunella strophiata,Least Concern
Prunellidae (Accentors),Accentor,Brown Accentor,Prunella fulvescens,Least Concern
Prunellidae (Accentors),Accentor,Black-throated Accentor,Prunella atrogularis,Least Concern
Psittaculidae (Parakeets),Parakeet,Grey-headed Parakeet,Psittacula finschii,Near Threatened
Psittaculidae (Parakeets),Parakeet,Slaty-headed Parakeet,Psittacula himalayana,Least Concern
Psittaculidae (Parakeets),Parakeet,Blossom-headed Parakeet,Psittacula roseata,Near Threatened
Psittaculidae (Parakeets),Parakeet,Plum-headed Parakeet,Psittacula cyanocephala,Least Concern
Psittaculidae (Parakeets),Parakeet,Red-breasted Parakeet,Psittacula alexandri,Near Threatened
Psittaculidae (Parakeets),Parakeet,Lord Derby's Parakeet,Psittacula derbiana,Near Threatened
Psittaculidae (Parakeets),Parakeet,Long-tailed Parakeet,Psittacula longicauda,Vulnerable
Psittaculidae (Parakeets),Parakeet,Malabar Parakeet,Psittacula columboides,Least Concern
Psittaculidae (Parakeets),Parakeet,Alexandrine Parakeet,Psittacula eupatria,Near Threatened
Psittaculidae (Parakeets),Parakeet,Rose-ringed Parakeet,Psittacula krameri,Least Concern
Psittaculidae (Parakeets),Parakeet,Nicobar Parakeet,Psittacula caniceps,Near Threatened
Psittaculidae (Parakeets),Parrot,Vernal Hanging Parrot,Loriculus vernalis,Least Concern
Pteroclidae (Sandgrouse),Sandgrouse,Tibetan Sandgrouse,Syrrhaptes tibetanus,Least Concern
Pteroclidae (Sandgrouse),Sandgrouse,Pallas's Sandgrouse,Syrrhaptes paradoxus,Least Concern
Pteroclidae (Sandgrouse),Sandgrouse,Pin-tailed Sandgrouse,Pterocles alchata,Least Concern
Pteroclidae (Sandgrouse),Sandgrouse,Chestnut-bellied Sandgrouse,Pterocles exustus,Least Concern
Pteroclidae (Sandgrouse),Sandgrouse,Spotted Sandgrouse,Pterocles senegallus,Least Concern
Pteroclidae (Sandgrouse),Sandgrouse,Black-bellied Sandgrouse,Pterocles orientalis,Least Concern
Pteroclidae (Sandgrouse),Sandgrouse,Painted Sandgrouse,Pterocles indicus,Least Concern
Pycnonotidae (Bulbul),Bulbul,White-throated Bulbul,Alophoixus flaveolus,Least Concern
Pycnonotidae (Bulbul),Bulbul,Olive Bulbul,Iole viridescens,Least Concern
Pycnonotidae (Bulbul),Bulbul,Ashy Bulbul,Hemixos flavala,Least Concern
Pycnonotidae (Bulbul),Bulbul,Nicobar Bulbul,Ixos nicobariensis,Near Threatened
Pycnonotidae (Bulbul),Bulbul,Mountain Bulbul,Ixos mcclellandii,Least Concern
Pycnonotidae (Bulbul),Bulbul,Square-tailed Bulbul,Hypsipetes ganeesa,Least Concern
Pycnonotidae (Bulbul),Bulbul,Black Bulbul,Hypsipetes leucocephalus,Least Concern
Pycnonotidae (Bulbul),Finchbill,Crested Finchbill,Spizixos canifrons,Least Concern
Pycnonotidae (Bulbul),Bulbul,Striated Bulbul,Pycnonotus striatus,Least Concern
Pycnonotidae (Bulbul),Bulbul,Flame-throated Bulbul,Pycnonotus gularis,Least Concern
Pycnonotidae (Bulbul),Bulbul,Black-crested Bulbul,Pycnonotus flaviventris,Least Concern
Pycnonotidae (Bulbul),Bulbul,Red-whiskered Bulbul,Pycnonotus jocosus,Least Concern
Pycnonotidae (Bulbul),Bulbul,Himalayan Bulbul,Pycnonotus leucogenis,Least Concern
Pycnonotidae (Bulbul),Bulbul,White-eared Bulbul,Pycnonotus leucotis,Least Concern
Pycnonotidae (Bulbul),Bulbul,Red-vented Bulbul,Pycnonotus cafer,Least Concern
Pycnonotidae (Bulbul),Bulbul,Yellow-throated Bulbul,Pycnonotus xantholaemus,Vulnerable
Pycnonotidae (Bulbul),Bulbul,Flavescent Bulbul,Pycnonotus flavescens,Least Concern
Pycnonotidae (Bulbul),Bulbul,White-browed Bulbul,Pycnonotus luteolus,Least Concern
Pycnonotidae (Bulbul),Bulbul,Black-headed Bulbul,Brachypodius atriceps,Least Concern
Pycnonotidae (Bulbul),Bulbul,Andaman Bulbul,Brachypodius fuscoflavescens,Least Concern
Pycnonotidae (Bulbul),Bulbul,Grey-headed Bulbul,Brachypodius priocephalus,Near Threatened
Pycnonotidae (Bulbul),Bulbul,Yellow-browed Bulbul,Acritillas indica,Least Concern
"Rallidae (Crakes, Rails, waterhen, swamphen, moorhen, coot)",Crake,Andaman Crake,Rallina canningi,Least Concern
"Rallidae (Crakes, Rails, waterhen, swamphen, moorhen, coot)",Crake,Slaty-legged Crake,Rallina eurizonoides,Least Concern
"Rallidae (Crakes, Rails, waterhen, swamphen, moorhen, coot)",Rail,Western Water Rail,Rallus aquaticus,Least Concern
"Rallidae (Crakes, Rails, waterhen, swamphen, moorhen, coot)",Rail,Eastern Water Rail,Rallus indicus,Least Concern
"Rallidae (Crakes, Rails, waterhen, swamphen, moorhen, coot)",Rail,Slaty-breasted Rail,Lewinia striata,Least Concern
"Rallidae (Crakes, Rails, waterhen, swamphen, moorhen, coot)",Corncrake,Corncrake,Crex crex,Least Concern
"Rallidae (Crakes, Rails, waterhen, swamphen, moorhen, coot)",Crake,Spotted Crake,Porzana porzana,Least Concern
"Rallidae (Crakes, Rails, waterhen, swamphen, moorhen, coot)",Crake,Ruddy-breasted Crake,Zapornia fusca,Least Concern
"Rallidae (Crakes, Rails, waterhen, swamphen, moorhen, coot)",Crake,Brown Crake,Zapornia akool,Least Concern
"Rallidae (Crakes, Rails, waterhen, swamphen, moorhen, coot)",Crake,Little Crake,Zapornia parva,Least Concern
"Rallidae (Crakes, Rails, waterhen, swamphen, moorhen, coot)",Crake,Baillon's Crake,Zapornia pusilla,Least Concern
"Rallidae (Crakes, Rails, waterhen, swamphen, moorhen, coot)",Crake,Black-tailed Crake,Zapornia bicolor,Least Concern
"Rallidae (Crakes, Rails, waterhen, swamphen, moorhen, coot)",Waterhen,White-breasted Waterhen,Amaurornis phoenicurus,Least Concern
"Rallidae (Crakes, Rails, waterhen, swamphen, moorhen, coot)",Crake,White-browed Crake,Amaurornis cinerea,Least Concern
"Rallidae (Crakes, Rails, waterhen, swamphen, moorhen, coot)",Watercock,Watercock,Gallicrex cinerea,Least Concern
"Rallidae (Crakes, Rails, waterhen, swamphen, moorhen, coot)",Swamphen,Purple Swamphen,Porphyrio porphyrio,Least Concern
"Rallidae (Crakes, Rails, waterhen, swamphen, moorhen, coot)",Moorhen,Common Moorhen,Gallinula chloropus,Least Concern
"Rallidae (Crakes, Rails, waterhen, swamphen, moorhen, coot)",Coot,Common Coot,Fulica atra,Least Concern
Recurvirostridae (Avocets and Stilt),Avocet,Pied Avocet,Recurvirostra avosetta,Least Concern
Recurvirostridae (Avocets and Stilt),Stilt,Black-winged Stilt,Himantopus himantopus,Least Concern
Regulidae (Goldcrest),Goldcrest,Goldcrest,Regulus regulus,Least Concern
Remizidae (Penduline tit),Penduline tit,White-crowned Penduline Tit,Remiz coronatus,Least Concern
Rhipiduridae (Fantails),Fantail,White-browed Fantail,Rhipidura aureola,Least Concern
Rhipiduridae (Fantails),Fantail,White-spotted Fantail,Rhipidura albogularis,Least Concern
Rhipiduridae (Fantails),Fantail,White-throated Fantail,Rhipidura albicollis,Least Concern
Rostratulidae (Painted-snipe),Painted-snipe,Greater Painted-snipe,Rostratula benghalensis,Least Concern
"Scolopacidae (Godwit, Curley, Knot, Sandpipers, Stints, Snipe, Redshank, Warblers)",Whimbrel,Whimbrel,Numenius phaeopus,Least Concern
