Family,Group,English Name,Scientific Name,IUCN Category
Dasypeltidae (Egg eating snake),Egg eating snake,Indian egg-eating snake,Elachistodon westermanni,Least Concern
Dermochelyidae (Leatherback Sea turtle),Sea turtles,Leatherback sea turtle,Dermochelys coriacea,Vulnerable
Dibamidae (Nicobar worm lizard),Worm lizard,Nicobarese worm lizard,Dibamus nicobaricus,Not Evaluated
"Elapidae (Cobras, kraits, coral and sea snakes)",Coral snake,Beddome's coral snake,Calliophis beddomei,Data Deficient
"Elapidae (Cobras, kraits, coral and sea snakes)",Sea snake,Black-banded sea snake,Hydrophis nigrocinctus,Data Deficient
"Elapidae (Cobras, kraits, coral and sea snakes)",Sea snake,Bengal sea snake,Hydrophis stricticollis,Data Deficient
"Elapidae (Cobras, kraits, coral and sea snakes)",Sea snake,Cantor's narrow-headed sea snake,Microcephalophis cantoris,Data Deficient
"Elapidae (Cobras, kraits, coral and sea snakes)",Cobra,Central Asian cobtra,Naja oxiana,Data Deficient
"Elapidae (Cobras, kraits, coral and sea snakes)",Krait,Banded krait,Bungarus fasciatus,Least Concern
"Elapidae (Cobras, kraits, coral and sea snakes)",Coral snake,Bibron's coral snake,Calliophis bibroni,Least Concern
"Elapidae (Cobras, kraits, coral and sea snakes)",Coral snake,Striped coral snake,Calliophis nigrescens,Least Concern
"Elapidae (Cobras, kraits, coral and sea snakes)",Sea snake,Malacca sea snake,Hydrophis caerulescens,Least Concern
"Elapidae (Cobras, kraits, coral and sea snakes)",Sea snake,Annulated sea snake,Hydrophis cyanocinctus,Least Concern
"Elapidae (Cobras, kraits, coral and sea snakes)",Sea snake,Banded sea snake,Hydrophis fasciatus,Least Concern
"Elapidae (Cobras, kraits, coral and sea snakes)",Sea snake,Persian Gulf sea snake,Hydrophis lapemoides,Least Concern
"Elapidae (Cobras, kraits, coral and sea snakes)",Sea snake,Estuarine sea snake,Hydrophis obscurus,Least Concern
"Elapidae (Cobras, kraits, coral and sea snakes)",Sea snake,Cochin-banded sea snake,Hydrophis ornatus,Least Concern
"Elapidae (Cobras, kraits, coral and sea snakes)",Sea snake,Black and yellow sea snake,Hydrophis platurus,Least Concern
"Elapidae (Cobras, kraits, coral and sea snakes)",Sea snake,Hook-nosed sea snake,Hydrophis schistosus,Least Concern
"Elapidae (Cobras, kraits, coral and sea snakes)",Sea snake,Yellow sea snake,Hydrophis spiralis,Least Concern
"Elapidae (Cobras, kraits, coral and sea snakes)",Sea snake,Yellow-lipped sea krait,Laticauda colubrina,Least Concern
"Elapidae (Cobras, kraits, coral and sea snakes)",Sea snake,Common sea krait,Laticauda laticaudata,Least Concern
"Elapidae (Cobras, kraits, coral and sea snakes)",Sea snake,Common small- headed sea snake,Microcephalophis gracilis,Least Concern
"Elapidae (Cobras, kraits, coral and sea snakes)",Cobra,Monocled cobra,Naja kaouthia,Least Concern
"Elapidae (Cobras, kraits, coral and sea snakes)",Cobra,Spectacled cobra,Naja naja,Least Concern
"Elapidae (Cobras, kraits, coral and sea snakes)",Krait,Himalayan krait,Bungarus bungaroides,Not Evaluated
"Elapidae (Cobras, kraits, coral and sea snakes)",Krait,Common Indian krait,Bungarus caeruleus,Not Evaluated
"Elapidae (Cobras, kraits, coral and sea snakes)",Krait,Lesser black krait,Bungarus lividus,Not Evaluated
"Elapidae (Cobras, kraits, coral and sea snakes)",Krait,Black krait,Bungarus niger,Not Evaluated
"Elapidae (Cobras, kraits, coral and sea snakes)",Krait,Wall's sindh krait,Bungarus sindanus,Not Evaluated
"Elapidae (Cobras, kraits, coral and sea snakes)",Coral snake,Castoe's coral snake,Calliophis castoe,Not Evaluated
"Elapidae (Cobras, kraits, coral and sea snakes)",Coral snake,Slender coral snake,Calliophis melanurus,Not Evaluated
"Elapidae (Cobras, kraits, coral and sea snakes)",Sea Snake,Short sea snake,Hydrophis curtus,Not Evaluated
"Elapidae (Cobras, kraits, coral and sea snakes)",Sea Snake,Jerdon's sea snake,Hydrophis jerdonii,Not Evaluated
"Elapidae (Cobras, kraits, coral and sea snakes)",Sea Snake,Bombay Gulf sea snake,Hydrophis mammilaris,Not Evaluated
"Elapidae (Cobras, kraits, coral and sea snakes)",Sea Snake,Large-headed sea snake,Hydrophis stokesii,Not Evaluated
"Elapidae (Cobras, kraits, coral and sea snakes)",Sea Snake,Viperine sea snake,Hydrophis viperinus,Not Evaluated
"Elapidae (Cobras, kraits, coral and sea snakes)",Cobra,Andaman cobra,Naja sagittifera,Not Evaluated
"Elapidae (Cobras, kraits, coral and sea snakes)",Coral snake,MacClelland's coral snake,Sinomicrurus macclellandi,Not Evaluated
"Elapidae (Cobras, kraits, coral and sea snakes)",Krait,Andaman krait,Bungarus andamanensis,Vulnerable
"Elapidae (Cobras, kraits, coral and sea snakes)",Cobra,King cobra,Ophiophagus hannah,Vulnerable
Erycidae (Sand boas),Sand boa,Common sand boa,Eryx conicus,Not Evaluated
Erycidae (Sand boas),Sand boa,Red sand boa,Eryx johnii,Not Evaluated
Erycidae (Sand boas),Sand boa,Whitaker's boa,Eryx whitakeri,Not Evaluated
Eublepharidae (Leopard gecko),Leopard geckos,Brown leopard gecko,Eublepharis fuscus,Least Concern
Eublepharidae (Leopard gecko),Leopard geckos,East Indian leopard gecko,Eublepharis hardwickii,Least Concern
Eublepharidae (Leopard gecko),Leopard geckos,Common leopard gecko,Eublepharis macularius,Least Concern
Eublepharidae (Leopard gecko),Leopard geckos,Satpura leopard gecko,Eublepharis satpuraensis,Not Evaluated
Gekkonidae (Geckos),Day geckos,Anaikatti day gecko,Cnemaspis anaikattiensis,Critically Endangered
Gekkonidae (Geckos),Day geckos,Beddome's day gecko,Cnemaspis beddomei,Data Deficient
Gekkonidae (Geckos),Day geckos,Kolhapur day gecko,Cnemaspis kolhapurensis,Data Deficient
Gekkonidae (Geckos),Day geckos,Coastal day gecko,Cnemaspis littoralis,Data Deficient
Gekkonidae (Geckos),Day geckos,Ponmudi day gecko,Cnemaspis nairi,Data Deficient
Gekkonidae (Geckos),House geckos,Smith's bent-toed gecko,Hemidactylus malcomsmithi,Data Deficient
Gekkonidae (Geckos),House geckos,Scaly gecko,Hemidactylus scabriceps,Data Deficient
Gekkonidae (Geckos),Day geckos,Goan day gecko,Cnemaspis goaensis,Endangered
Gekkonidae (Geckos),Day geckos,Sispara day gecko,Cnemaspis sisparensis,Endangered
Gekkonidae (Geckos),Day geckos,Indian golden gecko,Calodactylodes aureus,Least Concern
Gekkonidae (Geckos),Day geckos,Slender day gecko,Cnemaspis gracilis,Least Concern
Gekkonidae (Geckos),Day geckos,Montane day gecko,Cnemaspis monticola,Least Concern
Gekkonidae (Geckos),Day geckos,Mysore day gecko,Cnemaspis mysoriensis,Least Concern
Gekkonidae (Geckos),Day geckos,Wynad day gecko,Cnemaspis wynadensis,Least Concern
Gekkonidae (Geckos),Bent-toed gecko,Alder's bent-toed gecko,Cyrtodactylus adleri,Least Concern
Gekkonidae (Geckos),Bent-toed gecko,Deccan ground gecko,Cyrtodactylus deccanensis,Least Concern
Gekkonidae (Geckos),Bent-toed gecko,Clouded ground gecko,Cyrtodactylus nebulosus,Least Concern
Gekkonidae (Geckos),Bent-toed gecko,Karakoram bent-toed gecko,Cyrtodactylus stoliczkai,Least Concern
Gekkonidae (Geckos),Bent-toed gecko,Rough-tailed gecko,Cyrtopodion scabrum,Least Concern
Gekkonidae (Geckos),True geckos,Smith's giant gecko,Gekko smithii,Least Concern
Gekkonidae (Geckos),House geckos,Aaron Bauer's rock gecko,Hemidactylus aaronbaueri,Least Concern
Gekkonidae (Geckos),House geckos,Asian house gecko,Hemidactylus frenatus,Least Concern
Gekkonidae (Geckos),House geckos,Giant south Indian gecko,Hemidactylus giganteus,Least Concern
Gekkonidae (Geckos),House geckos,Slender gecko,Hemidactylus gracilis,Least Concern
Gekkonidae (Geckos),House geckos,Granite rock gecko,Hemidactylus graniticolus,Least Concern
Gekkonidae (Geckos),House geckos,Carrot-tail viper gecko,Hemidactylus imbricatus,Least Concern
Gekkonidae (Geckos),House geckos,Spotted rock gecko,Hemidactylus maculatus,Least Concern
Gekkonidae (Geckos),House geckos,Prashad's gecko,Hemidactylus prashadi,Least Concern
Gekkonidae (Geckos),House geckos,Reticulated gecko,Hemidactylus reticulatus,Least Concern
Gekkonidae (Geckos),House geckos,Treutler's gecko,Hemidactylus treutleri,Least Concern
Gekkonidae (Geckos),House geckos,Western Ghats worm gecko,Hemiphyllodactylus aurantiacus,Least Concern
Gekkonidae (Geckos),House geckos,Oriental worm gecko,Hemiphyllodactylus typus,Least Concern
Gekkonidae (Geckos),Day geckos,Andaman day gecko,Phelsuma andamanense,Least Concern
Sphenomorphidae (Ground and litter skinks),Snake-eyed skinks,Dwarf earless skink,Ablepharus grayanus,Not Evaluated
Sphenomorphidae (Ground and litter skinks),Snake-eyed skinks,Asian snake-eyed skink,Ablepharus pannonicus,Not Evaluated
Lacertidae (Lacertids),Lacertid lizard,Indian fringe-fingered lizard,Acanthodactylus cantoris,Least Concern
Natricidae (Keelback snakes),Keelback snakes,Striped keelback,Amphiesma stolatum,Not Evaluated
Trionychidae (Softshell turtle),Softshell turtle,Asiatic softshell turtle,Amyda cartilaginea,Vulnerable
Typhlopidae (Worm snake),Worm snake,Assam worm snake,Argyrophis bothriorhynchus,Not Evaluated
Typhlopidae (Worm snake),Worm snake,Diard's worm snake,Argyrophis diardii,Not Evaluated
Typhlopidae (Worm snake),Worm snake,Muller's worm snake,Argyrophis muelleri,Least Concern
Typhlopidae (Worm snake),Worm snake,Oates' worm snake,Argyrophis oatesii,Not Evaluated
Sphenomorphidae (Ground and litter skinks),Ground skinks,Himalaya ground skink,Asymblepharus himalayanus,Not Evaluated
Sphenomorphidae (Ground and litter skinks),Ground skinks,Ladakh ground skink,Asymblepharus ladacensis,Not Evaluated
Sphenomorphidae (Ground and litter skinks),Ground skinks,Sikkim ground skink,Asymblepharus sikkimensis,Not Evaluated
Natricidae (Keelback snakes),Keelback snakes,Olive keelback water snake,Atretium schistosum,Least Concern
Scincidae (Skinks),Barkudia skink,Madras spotted skink,Barkudia insularis,Critically Endangered
Scincidae (Skinks),Barkudia skink,Barkuda limbless skink,Barkudia melanosticta,Data Deficient
"Xenodermatidae (Iridescent, wood and narrow headed snakes)",Iridescent snake,Mizoram Iridescent snake,Blythia hmuifang,Not Evaluated
"Xenodermatidae (Iridescent, wood and narrow headed snakes)",Iridescent snake,Iridescent snake,Blythia reticulata,Data Deficient
Uropeltidae (Shieldtails),Shieldtails,Wall's shieldtail,Brachyophidium rhodogaster,Least Concern
"Homalopsidae (Water, mangrove snakes)",Water snake,Yellow-banded mangrove snake,Cantoria violacea,Least Concern
"Homalopsidae (Water, mangrove snakes)",Water snake,Dog-faced water snake,Cerberus rynchops,Least Concern
Trionychidae (Softshell turtle),Softshell turtle,Indian Narrow- headed softshell turtle,Chitra indica,Endangered
Gekkonidae (Geckos),Day geckos,Adi's day gecko,Cnemaspis adii,Not Evaluated
Gekkonidae (Geckos),Day geckos,Assamese day gecko,Cnemaspis assamensis,Not Evaluated
Gekkonidae (Geckos),Day geckos,Yellow-bellied day gecko,Cnemaspis flaviventralis,Not Evaluated
Gekkonidae (Geckos),Day geckos,Giris'day gecko,Cnemaspis girii,Not Evaluated
Gekkonidae (Geckos),Day geckos,Mixed-scale day gecko,Cnemaspis heteropholis,Near Threatened
Gekkonidae (Geckos),Day geckos,Indian day gecko,Cnemaspis indica,Vulnerable
Gekkonidae (Geckos),Day geckos,Indraneildas' day gecko,Cnemaspis indraneildasii,Vulnerable
Gekkonidae (Geckos),Day geckos,Jerdon's day gecko,Cnemaspis jerdonii,Vulnerable
Gekkonidae (Geckos),Day geckos,Kottiyoor day gecko,Cnemaspis kottiyoorensis,Not Evaluated
Gekkonidae (Geckos),Day geckos,Nilgiri day gecko,Cnemaspis nilagirica,Near Threatened
Gekkonidae (Geckos),Day geckos,Ornate day gecko,Cnemaspis ornata,Vulnerable
Gekkonidae (Geckos),Day geckos,Ota's day gecko,Cnemaspis otai,Near Threatened
Gekkonidae (Geckos),Day geckos,Yercaud day gecko,Cnemaspis yercaudensis,Not Evaluated
Gekkonidae (Geckos),Day geckos,Sind day gecko,Crossobamon orientalis,Not Evaluated
Gekkonidae (Geckos),Bent-toed gecko,Boulenger's Indian Gecko,Cyrtodactylus albofasciatus,Not Evaluated
Gekkonidae (Geckos),Bent-toed gecko,Bhupathy's bent- toed gecko,Cyrtodactylus bhupathyi,Not Evaluated
Gekkonidae (Geckos),Bent-toed gecko,Kollegal ground gecko,Cyrtodactylus collegalensis,Not Evaluated
Gekkonidae (Geckos),Bent-toed gecko,Banded bent-toed gecko,Cyrtodactylus fasciolatus,Not Evaluated
Gekkonidae (Geckos),Bent-toed gecko,Banded bent-toed gecko,Cyrtodactylus gubernatoris,Near Threatened
Gekkonidae (Geckos),Bent-toed gecko,Himalayan bent-toed gecko,Cyrtodactylus himalayanus,Not Evaluated
Gekkonidae (Geckos),Bent-toed gecko,Darjeeling bent-toed gecko,Cyrtodactylus himalayicus,Not Evaluated
Gekkonidae (Geckos),Bent-toed gecko,Jeypore ground gecko,Cyrtodactylus jeyporensis,Not Evaluated
Gekkonidae (Geckos),Bent-toed gecko,Khasi hills bent-toed gecko,Cyrtodactylus khasiensis,Not Evaluated
Gekkonidae (Geckos),Bent-toed gecko,Lawder's bent-toed gecko,Cyrtodactylus lawderanus,Not Evaluated
Gekkonidae (Geckos),Bent-toed gecko,Jammu bent-toed gecko,Cyrtodactylus mansarulus,Not Evaluated
Gekkonidae (Geckos),Bent-toed gecko,Rishivalley ground gecko,Cyrtodactylus rishivalleyensis,Not Evaluated
Gekkonidae (Geckos),Bent-toed gecko,Andaman bent-toed gecko,Cyrtodactylus rubidus,Not Evaluated
Gekkonidae (Geckos),Bent-toed gecko,Srilekha's ground gecko,Cyrtodactylus srilekhae,Not Evaluated
Gekkonidae (Geckos),Bent-toed gecko,Tripura bent-toed gecko,Cyrtodactylus tripuraensis,Not Evaluated
Gekkonidae (Geckos),Bent-toed gecko,Varadgiri's ground gecko,Cyrtodactylus varadgirii,Not Evaluated
Gekkonidae (Geckos),Bent-toed gecko,Delhi rock gecko,Cyrtopodion aravallensis,Not Evaluated
Gekkonidae (Geckos),Bent-toed gecko,Warty rock gecko,Cyrtopodion kachhense,Not Evaluated
Gekkonidae (Geckos),Bent-toed gecko,Salt range gecko,Cyrtopodion montiumsalsorum,Not Evaluated
Viperidae (Vipers),Vipers,Russell's viper,Daboia russelii,Least Concern
Mabuyidae (Grass and tree skinks),Tree skinks,Johnsingh's tree skink,Dasia johnsinghi,Not Evaluated
Mabuyidae (Grass and tree skinks),Tree skinks,Nicobar tree skink,Dasia nicobarensis,Not Evaluated
Mabuyidae (Grass and tree skinks),Tree skinks,Olive tree skink,Dasia olivacea,Least Concern
Mabuyidae (Grass and tree skinks),Tree skinks,Blue-bellied tree skink,Dasia subcaerulea,Endangered
"Homalopsidae (Water, mangrove snakes)",Water snake,Dussumier's smooth water snake,Dieurostus dussumierii,Not Evaluated
Viperidae (Vipers),Vipers,Sochurek's saw- scaled viper,Echis carinatus,Not Evaluated
Viperidae (Vipers),Vipers,Indian saw-scaled viper,Echis carinatus,Not Evaluated
"Homalopsidae (Water, mangrove snakes)",Water snake,Rainbow water snake,Enhydris enhydris,Least Concern
Scincidae (Skinks),Mole skinks,Poona mole skink,Eurylepis poonaensis,Endangered
Scincidae (Skinks),Mole skinks,Yellow-bellied mole skink,Eurylepis taeniolatus,Not Evaluated
Mabuyidae (Grass and tree skinks),Grass skinks,Allapalli grass skink,Eutropis allapallensis,Least Concern
Mabuyidae (Grass and tree skinks),Grass skinks,Andaman Islands grassskink,Eutropis andamanensis,Not Evaluated
Mabuyidae (Grass and tree skinks),Grass skinks,Ashwamedh's grass skink,Eutropis ashwamedhi,Not Evaluated
Mabuyidae (Grass and tree skinks),Grass skinks,Beddome's grass skink,Eutropis beddomii,Not Evaluated
Mabuyidae (Grass and tree skinks),Grass skinks,Bibron's seashore skink,Eutropis bibronii,Least Concern
Mabuyidae (Grass and tree skinks),Grass skinks,Common keeled skink,Eutropis carinata,Least Concern
Mabuyidae (Grass and tree skinks),Grass skinks,Mountain skink,Eutropis clivicola,Endangered
Mabuyidae (Grass and tree skinks),Grass skinks,Striped grass skink,Eutropis dissimilis,Not Evaluated
Mabuyidae (Grass and tree skinks),Grass skinks,Gans'grass skink,Eutropis gansi,Data Deficient
Mabuyidae (Grass and tree skinks),Grass skinks,Blanford's grass skink,Eutropis innotata,Data Deficient
Mabuyidae (Grass and tree skinks),Grass skinks,Bronze grass skink,Eutropis macularia,Not Evaluated
Mabuyidae (Grass and tree skinks),Grass skinks,Many- lined grass skink,Eutropis multifasciata,Not Evaluated
Mabuyidae (Grass and tree skinks),Grass skinks,Nagarjunasagar grass skink,Eutropis nagarjunensis,Not Evaluated
Mabuyidae (Grass and tree skinks),Grass skinks,Four-keeled grass skink,Eutropis quadricarinata,Not Evaluated
Mabuyidae (Grass and tree skinks),Grass skinks,Lined grass skink,Eutropis rudis,Not Evaluated
Mabuyidae (Grass and tree skinks),Grass skinks,Rough-scaled skink,Eutropis rugifera,Not Evaluated
Mabuyidae (Grass and tree skinks),Grass skinks,Three-lined grass skink,Eutropis trivittata,Least Concern
Mabuyidae (Grass and tree skinks),Grass skinks,Tytler's grass skink,Eutropis tytlerii,Not Evaluated
"Homalopsidae (Water, mangrove snakes)",Water snake,Siebold's smooth water snake,Ferania sieboldii,Least Concern
"Homalopsidae (Water, mangrove snakes)",Water snake,Crab-eating water snake,Fordonia leucobalia,Least Concern
Gekkonidae (Geckos),House geckos,Four-clawed gecko,Gehyra mutilata,Not Evaluated
Gekkonidae (Geckos),True geckos,Tokay gecko,Gekko gecko,Not Evaluated
Gekkonidae (Geckos),True geckos,Andaman giant gecko,Gekko verreauxi,Not Evaluated
Testudinidae (Tortoises),Tortoises,Indian star tortoise,Geochelone elegans,Vulnerable
"Homalopsidae (Water, mangrove snakes)",Water snake,Glossy marsh snake,Gerarda prevostiana,Least Concern
Gerrhopilidae (Worm snake),Worm snake,Andaman worm snake,Gerrhopilus andamanensis,Not Evaluated
Gerrhopilidae (Worm snake),Worm snake,Beddome's worm snake,Gerrhopilus beddomei,Not Evaluated
Gerrhopilidae (Worm snake),Worm snake,Wall's worm snake,Gerrhopilus oligolepis,Data Deficient
Gerrhopilidae (Worm snake),Worm snake,Thurston's worm snake,Gerrhopilus thurstoni,Not Evaluated
Gerrhopilidae (Worm snake),Worm snake,Tindall's worm snake,Gerrhopilus tindalli,Data Deficient
Viperidae (Vipers),Pit vipers,Himalayan pit viper,Gloydius himalayanus,Not Evaluated
Typhlopidae (Worm snake),Worm snake,Beaked worm snake,Grypotyphlops acutus,Least Concern
Natricidae (Keelback snakes),Keelback snakes,Beddome's keelback,Hebius beddomei,Least Concern
Natricidae (Keelback snakes),Keelback snakes,Clerk's keelback,Hebius clerki,Not Evaluated
Natricidae (Keelback snakes),Keelback snakes,Khasi hills keelback,Hebius khasiense,Not Evaluated
Natricidae (Keelback snakes),Keelback snakes,Günther's keelback,Hebius modesta,Not Evaluated
Natricidae (Keelback snakes),Keelback snakes,Hill keelback,Hebius monticola,Least Concern
Natricidae (Keelback snakes),Keelback snakes,Nicobar keelback,Hebius nicobarense,Not Evaluated
Natricidae (Keelback snakes),Keelback snakes,Boulenger's striped keelback,Hebius parallelum,Not Evaluated
Natricidae (Keelback snakes),Keelback snakes,Peal's keelback,Hebius pealii,Not Evaluated
Natricidae (Keelback snakes),Keelback snakes,Venning's keelback,Hebius venningi,Least Concern
Natricidae (Keelback snakes),Keelback snakes,Cherrapunji keelback,Hebius xenura,Not Evaluated
Gekkonidae (Geckos),House geckos,Spiny gecko,Hemidactylus acanthopholis,Not Evaluated
Gekkonidae (Geckos),House geckos,White-banded gecko,Hemidactylus albofasciatus,Vulnerable
Gekkonidae (Geckos),House geckos,Anaimalai gecko,Hemidactylus anamallensis,Near Threatened
Gekkonidae (Geckos),House geckos,Bengal gecko,Hemidactylus aquilonius,Not Evaluated
Gekkonidae (Geckos),House geckos,Satpura gecko,Hemidactylus chipkali,Not Evaluated
Gekkonidae (Geckos),House geckos,Yellow green house gecko,Hemidactylus flaviviridis,Not Evaluated
Gekkonidae (Geckos),House geckos,Garnot's gecko,Hemidactylus garnotii,Not Evaluated
Gekkonidae (Geckos),House geckos,Gleadow's rock gecko,Hemidactylus gleadowi,Not Evaluated
Gekkonidae (Geckos),House geckos,Hemchandra's gecko,Hemidactylus hemchandrai,Not Evaluated
Gekkonidae (Geckos),House geckos,Kanger valley gecko,Hemidactylus kangerensis,Not Evaluated
Gekkonidae (Geckos),House geckos,Bark gecko,Hemidactylus leschenaultii,Not Evaluated
Gekkonidae (Geckos),House geckos,Murray's house gecko,Hemidactylus murrayi,Not Evaluated
Gekkonidae (Geckos),House geckos,Spotted house gecko,Hemidactylus parvimaculatus,Not Evaluated
Gekkonidae (Geckos),House geckos,Persian gecko,Hemidactylus persicus,Not Evaluated
Gekkonidae (Geckos),House geckos,Flat tailed gecko,Hemidactylus platyurus,Not Evaluated
Gekkonidae (Geckos),House geckos,Robust rock gecko,Hemidactylus robustus,Not Evaluated
Gekkonidae (Geckos),House geckos,Satara gecko,Hemidactylus sataraensis,Vulnerable
Gekkonidae (Geckos),House geckos,Dutta's gecko,Hemidactylus sushilduttai,Not Evaluated
Gekkonidae (Geckos),House geckos,Termite hill gecko,Hemidactylus triedrus,Not Evaluated
Gekkonidae (Geckos),House geckos,Meghamalai rock gecko,Hemidactylus vanam,Not Evaluated
Gekkonidae (Geckos),House geckos,Yajurved's gecko,Hemidactylus yajurvedi,Not Evaluated
Natricidae (Keelback snakes),Keelback snakes,Himalayan mountain keelback,Herpetoreas platyceps,Not Evaluated
Natricidae (Keelback snakes),Keelback snakes,Siebold's keelback,Herpetoreas sieboldii,Data Deficient
Viperidae (Vipers),Pit vipers,Common hump-nosed pit viper,Hypnale hypnale,Not Evaluated
"Homalopsidae (Water, mangrove snakes)",Water snake,Plumbeous smooth water snake,Hypsiscopus plumbeus,Not Evaluated
Testudinidae (Tortoises),Tortoises,Elongated tortoise,Indotestudo elongata,Endangered
Testudinidae (Tortoises),Tortoises,Travancore tortoise,Indotestudo travancorica,Vulnerable
Typhlopidae (Worm snake),Worm snake,Brahminy worm snake,Indotyphlops braminus,Not Evaluated
Typhlopidae (Worm snake),Worm snake,Jan's worm snake,Indotyphlops exiguus,Not Evaluated
Typhlopidae (Worm snake),Worm snake,Jerdon's worm snake,Indotyphlops jerdoni,Not Evaluated
Typhlopidae (Worm snake),Worm snake,Loveridge's worm snake,Indotyphlops loveridgei,Not Evaluated
Typhlopidae (Worm snake),Worm snake,Darjeeling worm snake snake,Indotyphlops meszoelyi,Not Evaluated
Typhlopidae (Worm snake),Worm snake,Günther's worm snake,Indotyphlops pammeces,Not Evaluated
Typhlopidae (Worm snake),Worm snake,Slender worm snake,Indotyphlops porrectus,Not Evaluated
Typhlopidae (Worm snake),Worm snake,Slender-necked worm snake,Indotyphlops tenuicollis,Not Evaluated
Sphenomorphidae (Ground and litter skinks),Ground skinks,Beddome's ground skink,Kaestlea beddomii,Not Evaluated
Sphenomorphidae (Ground and litter skinks),Ground skinks,Two-lined ground skink,Kaestlea bilineata,Least Concern
Sphenomorphidae (Ground and litter skinks),Ground skinks,Side-spotted ground skink,Kaestlea laterimaculata,Vulnerable
Sphenomorphidae (Ground and litter skinks),Ground skinks,Palni hills ground skink,Kaestlea palnica,Data Deficient
Sphenomorphidae (Ground and litter skinks),Ground skinks,Travancore ground skink,Kaestlea travancorica,Least Concern
Gekkonidae (Geckos),House geckos,Mourning gecko,Lepidodactylus lugubris,Not Evaluated
Sphenomorphidae (Ground and litter skinks),Lipinia,Big-eared lipinia,Lipinia macrotympanum,Not Evaluated
Trionychidae (Softshell turtle),Softshell turtle,Indian flapshell turtle,Lissemys punctata,Vulnerable
Lygosomidae (Supple skinks),Supple skinks,White-spotted supple skink,Riopa albopunctatum,Not Evaluated
Lygosomidae (Supple skinks),Supple skinks,Bowring's supple skink,Riopa bowringii,Not Evaluated
Lygosomidae (Supple skinks),Supple skinks,Goan supple skink,Riopa goaensis,Data Deficient
Lygosomidae (Supple skinks),Supple skinks,Günther's supple skink,Riopa guentheri,Least Concern
Lygosomidae (Supple skinks),Supple skinks,Lined supple skink,Riopa lineatum,Least Concern
Lygosomidae (Supple skinks),Supple skinks,Pruth's supple skink,Riopa pruthi,Data Deficient
Lygosomidae (Supple skinks),Supple skinks,Spotted supple skink,Riopa punctatum,Not Evaluated
Lygosomidae (Supple skinks),Supple skinks,Vosmaer'supple skink,Riopa vosmaerii,Not Evaluated
Natricidae (Keelback snakes),Keelback snakes,Green keelback,Macrophistodon plumbicolor,Not Evaluated
Viperidae (Vipers),Vipers,Levantine viper,Macrovipera lebetina,Not Evaluated
Pythonidae (Pythons),Pythons,Reticulated python,Malayopython reticulatus,Not Evaluated
Testudinidae (Tortoises),Tortoises,Asian Giant tortoise,Manouria emys,Endangered
Uropeltidae (Shieldtails),Shieldtails,Yellow-striped shieldtail,Melanophidium bilineatum,Vulnerable
Uropeltidae (Shieldtails),Shieldtails,Khaire's shieldtail,Melanophidium khairei,Not Evaluated
Uropeltidae (Shieldtails),Shieldtails,Pied-belly shieldtail,Melanophidium punctatum,Least Concern
Uropeltidae (Shieldtails),Shieldtails,Wynad shieldtail,Melanophidium wynaudense,Least Concern
Lacertidae (Lacertids),Lacertid lizard,Persian long-tailed lizard,Mesalina watsonana,Not Evaluated
Leptotyphlopidae (thread snake),Thread snakes,Blanford's thread snakes,Myriopholis blanfordii,Not Evaluated
Trionychidae (Softshell turtle),Softshell turtle,Indian softshell turtle,Nilssonia gangetica,Vulnerable
Trionychidae (Softshell turtle),Softshell turtle,Indian peacock softshell turtle,Nilssonia hurum,Vulnerable
Trionychidae (Softshell turtle),Softshell turtle,Leith's softshell turtle,Nilssonia leithii,Vulnerable
Trionychidae (Softshell turtle),Softshell turtle,Black softshell turtle,Nilssonia nigricans,Extinct in Wild
Scincidae (Skinks),Schneider's skink,Schneider's skink,Eumeces schneideri,Not Evaluated
Scincidae (Skinks),Old world skink,Eastern sand swimmer,Ophiomorus raithmai,Least Concern
Lacertidae (Lacertids),Snake-eyed lizard,Beddome's snake-eyed lizard,Ophisops beddomei,Least Concern
Lacertidae (Lacertids),Snake-eyed lizard,Jerdon's snake- eyed lizard,Ophisops jerdoni,Not Evaluated
Lacertidae (Lacertids),Snake-eyed lizard,Kutch snake-eyed lizard,Ophisops kutchensis,Not Evaluated
Lacertidae (Lacertids),Snake-eyed lizard,Leschenault's snake-eyed lizard,Ophisops leschenaultii,Not Evaluated
Lacertidae (Lacertids),Snake-eyed lizard,Small-scaled snake-eyed lizard,Ophisops microlepis,Least Concern
Lacertidae (Lacertids),Snake-eyed lizard,Blinking snake- eyed lizard,Ophisops nictans,Least Concern
Lacertidae (Lacertids),Snake-eyed lizard,Pushkar snake-eyed lizard,Ophisops pushkarensis,Not Evaluated
Viperidae (Vipers),Pit vipers,Mountain pit viper,Ovophis monticola,Least Concern
Trionychidae (Softshell turtle),Softshell turtle,Asian giant softshell turtle,Pelochelys cantorii,Endangered
Uropeltidae (Shieldtails),Shieldtails,Madurai shieldtail,Platyplectrurus madurensis,Endangered
Uropeltidae (Shieldtails),Shieldtails,Three-lined shieldtail,Platyplectrurus trilineatus,Data Deficient
Uropeltidae (Shieldtails),Shieldtails,Golden shieldtail,Plectrurus aureus,Data Deficient
Uropeltidae (Shieldtails),Shieldtails,Purple shieldtail,Plectrurus guentheri,Data Deficient
