Family,Group,English Name,Scientific Name,IUCN Category
Uropeltidae (Shieldtails),Shieldtails,Perrotet's shieldtail,Plectrurus perroteti,Least Concern
Viperidae (Vipers),Pit vipers,Sikkim pit viper,Protobothrops himalayanus,Not Evaluated
Viperidae (Vipers),Pit vipers,Jerdon's pit viper,Protobothrops jerdonii,Least Concern
Viperidae (Vipers),Pit vipers,Kaulback's pit viper,Protobothrops kaulbacki,Data Deficient
Viperidae (Vipers),Pit vipers,Brown-spotted pit viper,Protobothrops mucrosquamatus,Least Concern
Lamprophiidae (Sand snakes and mock viper),Mock viper,Mock viper,Psammodynastes pulverulentus,Not Evaluated
Lamprophiidae (Sand snakes and mock viper),Sand snakes,Condanarus sand snake,Psammophis condanarus,Least Concern
Lamprophiidae (Sand snakes and mock viper),Sand snakes,Leith's sand snake,Psammophis leithii,Not Evaluated
Lamprophiidae (Sand snakes and mock viper),Sand snakes,Stout sand snake,Psammophis longifrons,Least Concern
Lamprophiidae (Sand snakes and mock viper),Sand snakes,Afro–Asian sand snake,Psammophis schokari,Not Evaluated
Uropeltidae (Shieldtails),Shieldtails,Kanara shieldtail,Pseudoplectrurus canaricus,Data Deficient
Natricidae (Keelback snakes),False cobra,False cobra,Pseudoxenodon macrops,Least Concern
Gekkonidae (Geckos),Gliding gecko,Smooth-backed gliding gecko,Ptychozoon lionotum,Least Concern
Gekkonidae (Geckos),Gliding gecko,Nicobar gliding gecko,Ptychozoon nicobarensis,Not Evaluated
Pythonidae (Pythons),Pythons,Burmese python,Python bivittatus,Vulnerable
Pythonidae (Pythons),Pythons,Rock python,Python molurus,Vulnerable
Natricidae (Keelback snakes),Keelback snakes,Himalayan keelback,Rhabdophis himalayanus,Not Evaluated
Natricidae (Keelback snakes),Keelback snakes,Groove-necked keelback,Rhabdophis nuchalis,Least Concern
Natricidae (Keelback snakes),Keelback snakes,Red-necked keelback,Rhabdophis subminiatus,Least Concern
Natricidae (Keelback snakes),Keelback snakes,Aquatic forest snake,Rhabdops aquaticus,Not Evaluated
Natricidae (Keelback snakes),Keelback snakes,Yellow-bellied forest snake,Rhabdops bicolor,Not Evaluated
Natricidae (Keelback snakes),Keelback snakes,Olive forest snake,Rhabdops olivaceus,Least Concern
Uropeltidae (Shieldtails),Shieldtails,Ferguson's shieldtail,Rhinophis fergusonianus,Data Deficient
Uropeltidae (Shieldtails),Shieldtails,Gower's shieldtail,Rhinophis goweri,Not Evaluated
Uropeltidae (Shieldtails),Shieldtails,Red-bellied shieldtail,Rhinophis sanguineus,Least Concern
Uropeltidae (Shieldtails),Shieldtails,Travancore shieldtail,Rhinophis travancoricus,Endangered
Ristellidae (Cat skinks),Cat skink,Beddome's cat skink,Ristella beddomii,Least Concern
Ristellidae (Cat skinks),Cat skink,Günther's cat skink,Ristella guentheri,Data Deficient
Ristellidae (Cat skinks),Cat skink,Rurk's cat skink,Ristella rurkii,Data Deficient
Ristellidae (Cat skinks),Cat skink,Travancore cat skink,Ristella travancorica,Data Deficient
Uromastycidae (Spiny-tailed lizard),Spiny-tailed lizard,Spiny-tailed lizard,Saara hardwickii,Not Evaluated
Sphenomorphidae (Ground and litter skinks),Ground skinks,Large- eared ground skink,Scincella macrotis,Not Evaluated
Scincidae (Skinks),Sepsophis skink,Spotted Eastern Ghats skink,Sepsophis punctatus,Not Evaluated
Natricidae (Keelback snakes),Keelback snakes,Chinese keelback,Sinonatrix percarinata,Least Concern
Sphenomorphidae (Ground and litter skinks),Litter skink,Mawphlang litter skink,Sphenomorphus apalpebratus,Not Evaluated
Sphenomorphidae (Ground and litter skinks),Litter skink,Rotung litter skink,Sphenomorphus courcyanum,Not Evaluated
Sphenomorphidae (Ground and litter skinks),Litter skink,Dussumier's litter skink,Sphenomorphus dussumieri,Least Concern
Sphenomorphidae (Ground and litter skinks),Litter skink,Himalayan litter skink,Sphenomorphus indicus,Not Evaluated
Sphenomorphidae (Ground and litter skinks),Litter skink,Spotted litter skink,Sphenomorphus maculatus,Not Evaluated
"Xenodermatidae (Iridescent, wood and narrow headed snakes)",Earth snake,Khasi earth snake,Stoliczkia khasiensis,Not Evaluated
Lacertidae (Lacertids),Grass lizards,Haughton's long-tailed lizard,Takydromus haughtonianus,Not Evaluated
Lacertidae (Lacertids),Grass lizards,Kashi hills long - tailed lizard,Takydromus khasiensis,Not Evaluated
Lacertidae (Lacertids),Grass lizards,Sikkim long-tailed lizard,Takydromus sikkimensis,Not Evaluated
Uropeltidae (Shieldtails),Shieldtails,Western shieldtail,Teretrurus sanguineus,Least Concern
Natricidae (Keelback snakes),Slender snakes,Darjeeling oriental slender snake,Trachischium fuscum,Not Evaluated
Natricidae (Keelback snakes),Slender snakes,Günther's oriental slender snake,Trachischium guentheri,Least Concern
Natricidae (Keelback snakes),Slender snakes,Olive oriental slender snake,Trachischium laeve,Not Evaluated
Natricidae (Keelback snakes),Slender snakes,Assam oriental slender snake,Trachischium monticola,Not Evaluated
Natricidae (Keelback snakes),Slender snakes,Sushanta oriental wormsnake,Trachischium sushantai,Not Evaluated
Natricidae (Keelback snakes),Slender snakes,Orange-bellied oriental slender snake,Trachischium tenuiceps,Not Evaluated
Viperidae (Vipers),Pit vipers,White-lipped pit viper,Trimeresurus albolabris,Least Concern
Viperidae (Vipers),Pit vipers,Andaman pit viper,Trimeresurus andersoni,Not Evaluated
Viperidae (Vipers),Pit vipers,Cantor's pit viper,Trimeresurus cantori,Not Evaluated
Viperidae (Vipers),Pit vipers,Spot-tailed pit viper,Trimeresurus erythrurus,Least Concern
Viperidae (Vipers),Pit vipers,Bamboo pit viper,Trimeresurus gramineus,Least Concern
Viperidae (Vipers),Pit vipers,Gumprecht's pit viper,Trimeresurus gumprechti,Least Concern
Viperidae (Vipers),Pit vipers,Car Nicobar pit viper,Trimeresurus labialis,Not Evaluated
Viperidae (Vipers),Pit vipers,Large-scaled green pit viper,Trimeresurus macrolepis,Near Threatened
Viperidae (Vipers),Pit vipers,Malabar pit viper,Trimeresurus malabaricus,Least Concern
Viperidae (Vipers),Pit vipers,Medo pit viper,Trimeresurus medoensis,Data Deficient
Viperidae (Vipers),Pit vipers,Nicobar pit viper,Trimeresurus mutabilis,Not Evaluated
Viperidae (Vipers),Pit vipers,Pope's pit viper,Trimeresurus popeiorum,Least Concern
Viperidae (Vipers),Pit vipers,Himalayan white-lipped pit viper,Trimeresurus septentrionalis,Not Evaluated
Viperidae (Vipers),Pit vipers,Horseshoe pit viper,Trimeresurus strigatus,Least Concern
Viperidae (Vipers),Pit vipers,Yunnan pit viper,Trimeresurus yunnanensis,Not Evaluated
Viperidae (Vipers),Pit vipers,Hutton's pit viper,Tropidolaemus huttoni,Not Evaluated
Sphenomorphidae (Ground and litter skinks),Water snake,North-eastern water skink,Tropidophorus assamensis,Not Evaluated
Uropeltidae (Shieldtails),Shieldtails,Thirunelveli shieldtail,Uropeltis arcticeps,Least Concern
Uropeltidae (Shieldtails),Shieldtails,Beddome's shieldtail,Uropeltis beddomii,Data Deficient
Uropeltidae (Shieldtails),Shieldtails,Bhupathy's shieldtail,Uropeltis bhupathyi,Not Evaluated
Uropeltidae (Shieldtails),Shieldtails,Bicatenate shieldtail,Uropeltis bicatenata,Near Threatened
Uropeltidae (Shieldtails),Shieldtails,Brougham's shieldtail,Uropeltis broughami,Data Deficient
Uropeltidae (Shieldtails),Shieldtails,Kerala shieldtail,Uropeltis ceylanica,Not Evaluated
Uropeltidae (Shieldtails),Shieldtails,Dindigul shieldtail,Uropeltis dindigalensis,Data Deficient
Uropeltidae (Shieldtails),Shieldtails,Elliot's shieldtail,Uropeltis ellioti,Least Concern
Uropeltidae (Shieldtails),Shieldtails,Violet shieldtail,Uropeltis grandis,Near Threatened
Uropeltidae (Shieldtails),Shieldtails,Ashambu shieldtail,Uropeltis liura,Data Deficient
Uropeltidae (Shieldtails),Shieldtails,Large-scaled shieldtail,Uropeltis macrolepis,Least Concern
Uropeltidae (Shieldtails),Shieldtails,Anamalai shieldtail,Uropeltis macrorhyncha,Not Evaluated
Uropeltidae (Shieldtails),Shieldtails,Red- sided shieldtail,Uropeltis maculata,Not Evaluated
Uropeltidae (Shieldtails),Shieldtails,Periyar shieldtail,Uropeltis madurensis,Not Evaluated
Uropeltidae (Shieldtails),Shieldtails,Barred shieldtail,Uropeltis myhendrae,Data Deficient
Uropeltidae (Shieldtails),Shieldtails,Cochin shieldtail,Uropeltis nitida,Data Deficient
Uropeltidae (Shieldtails),Shieldtails,Ocellated shieldtail,Uropeltis ocellata,Not Evaluated
Uropeltidae (Shieldtails),Shieldtails,Peter's shieldtail,Uropeltis petersi,Not Evaluated
Uropeltidae (Shieldtails),Shieldtails,Phipson's shieldtail,Uropeltis phipsonii,Vulnerable
Uropeltidae (Shieldtails),Shieldtails,Palni shieldtail,Uropeltis pulneyensis,Least Concern
Uropeltidae (Shieldtails),Shieldtails,Red-lined shieldtail,Uropeltis rubrolineata,Not Evaluated
Uropeltidae (Shieldtails),Shieldtails,Red-spotted shieldtail,Uropeltis rubromaculata,Not Evaluated
Uropeltidae (Shieldtails),Shieldtails,Woodmason's shieldtail,Uropeltis woodmasoni,Least Concern
Varanidae (Monitor lizards),Monitor lizards,Bengal monitor,Varanus bengalensis,Least Concern
Varanidae (Monitor lizards),Monitor lizards,Yellow monitor,Varanus flavescens,Least Concern
Varanidae (Monitor lizards),Monitor lizards,Desert monitor,Varanus griseus,Not Evaluated
Varanidae (Monitor lizards),Monitor lizards,Water monitor,Varanus salvator,Least Concern
Natricidae (Keelback snakes),Keelback snakes,Dark-bellied marsh snake,Xenochrophis cerasogaster,Not Evaluated
Natricidae (Keelback snakes),Keelback snakes,Yellow-spotted keelback,Xenochrophis flavipunctatus,Least Concern
Natricidae (Keelback snakes),Keelback snakes,Checkered keelback,Xenochrophis piscator,Not Evaluated
Natricidae (Keelback snakes),Keelback snakes,Spotted keelback,Xenochrophis punctulatus,Least Concern
Natricidae (Keelback snakes),Keelback snakes,St.John's keelback,Xenochrophis sanctijohannis,Not Evaluated
Natricidae (Keelback snakes),Keelback snakes,Schrurrenberger's keelback,Xenochrophis schnurrenbergeri,Not Evaluated
Natricidae (Keelback snakes),Keelback snakes,Triangle-spotted keelback,Xenochrophis trianguligerus,Least Concern
Natricidae (Keelback snakes),Keelback snakes,Andaman keelback,Xenochrophis tytleri,Not Evaluated
Xenopeltidae (Sunbeam snake),Sunbeam snake,Sunbeam snake,Xenopeltis unicolor,Least Concern
"Xenodermatidae (Iridescent, wood and narrow headed snakes)",Wood snake,Captain's wood snake,Xylophis captaini,Least Concern
"Xenodermatidae (Iridescent, wood and narrow headed snakes)",Narrow-headed snake,Striped narrow- headed Snake,Xylophis perroteti,Least Concern
"Xenodermatidae (Iridescent, wood and narrow headed snakes)",Narrow-headed snake,Günther's narrow- headed Snake,Xylophis stenorhynchus,Data Deficient
